"BusNameMarker:
ID","BusNameMarker:
Name","BusNameMarker:
Path","BusNameMarker:
BusNumber","BusNameMarker:
InternalId","BusNameMarker:
Parent","BusNameMarker:
ObjectType","ConnectivityNode:
Path","ConnectivityNode:
InternalId","ConnectivityNode:
Name","BusNameMarker:
ConnectivityNodeHasABusNameMarker:
ConnectivityNode:
ID","ConnectivityNode:
Parent","ConnectivityNode:
ObjectType"
_6d37c367-ecc0-493d-b33c-9fac6ab76534,03   SCG-52,Network/ReportingGroups/RG_OCC/03   SCG-52,33391,50676306,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   SCG/18/03   SCG BD   18   2_CN,1220730,03   SCG BD   18   2_CN,_19069015-bc42-45d7-b93b-f0aa7ce5c7bd,_3239eafe-37f3-4df8-a0c1-4416a16a24ae,ConnectivityNode
_5aefd001-ce7c-4bdc-b72c-10d5c68a660a,02   EOT-5A,Network/ReportingGroups/RG_ORI/02   EOT-5A,20487,50676307,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   EOT/34.5/02   EOT B1  34.5  A_CN,941086,02   EOT B1  34.5  A_CN,_e83bf8f4-c007-434f-a617-1f8f42f9a3ad,_dc805f28-f232-44f4-9847-de37c9c71a79,ConnectivityNode
_5ad9e4d0-f709-4706-83d7-9c86d9c7da61,04   PTS-7A,Network/ReportingGroups/RG_NOR/04   PTS-7A,41157,50676308,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04HMOPTS/115/04HMOPTS B1  115   A_CN,1388038,04HMOPTS B1  115   A_CN,_1d514ca0-efc7-43d6-acdb-e7704bceb456,_bbc445c5-909e-4216-9a7d-4a2499001006,ConnectivityNode
_aa15bc92-77df-4abf-b367-34146ab71a01,08   AUC-4a,Network/ReportingGroups/RG_PEN/08   AUC-4a,84213,50676309,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08CNCAUC/13.8/08CNCAUC BD  13.8  a__CN,974746,08CNCAUC BD  13.8  a__CN,_a4a26fe2-5438-41f3-8d13-c3e31b2c2a15,_ffda9671-f548-4021-9572-c467e19b8f9b,ConnectivityNode
_eb5aa9f7-a7c5-4e68-bd65-ff68ea52792f,06   ACL-7c,Network/ReportingGroups/RG_NES/06   ACL-7c,69768,50676310,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   ACL/115/06   ACL BD  115.  c__CN,1663844,06   ACL BD  115.  c__CN,_42797cf6-37f5-471b-8507-f63ac9e0b400,_5b0207a8-0c6f-4ac8-9977-b4069184977e,ConnectivityNode
_a6805684-85e5-4a7f-9d5b-23e803f68097,02   VDA-7A,Network/ReportingGroups/RG_ORI/02   VDA-7A,25095,50676311,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTZVDA/115/02PTZVDA B1  115   A_CN,1128130,02PTZVDA B1  115   A_CN,_ccf37331-1db6-4168-b2bf-2e416439620d,_2f6fbd0d-4c1b-4e7a-95e5-56bc8f7e6a16,ConnectivityNode
_c7fe7a11-b6e2-4e50-8749-53fa2037e751,02   RMN-7B,Network/ReportingGroups/RG_ORI/02   RMN-7B,220564,50676312,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02CZIRMN/115/02CZIRMN B2  115   B_CN,1067276,02CZIRMN B2  115   B_CN,_bbceaa7f-a9bc-46c8-9d7f-f707d8ce948d,_462a5da5-6ca9-428c-833c-56faae737fb3,ConnectivityNode
_e1dc553b-fd98-452f-bf2b-2df94c14762f,02   CIG-9B,Network/ReportingGroups/RG_ORI/02   CIG-9B,230124,50676313,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERCIG/230/02VERCIG B2  230   B_CN,1162332,02VERCIG B2  230   B_CN,_c4909eb4-f094-418b-a633-8716655da4e6,_19d1bdd3-22fb-4b47-a361-a02b17e2cb3a,ConnectivityNode
_f4193eb1-5559-48db-bbe3-660b3c4b1517,05   SGD-9B,Network/ReportingGroups/RG_NTE/05   SGD-9B,530499,50676314,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   SGD/230/05   SGD B2  230.  B_CN,1586823,05   SGD B2  230.  B_CN,_da4bc6f4-18c4-4140-8208-ad8bb7a42adc,_129af3c6-d776-400f-bd47-88a6a585ed31,ConnectivityNode
_d5db278c-d2b4-400b-b51e-a2c2f9c63933,05   BJZ-5A,Network/ReportingGroups/RG_NTE/05   BJZ-5A,5602,50676315,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05JRZBJZ/34.5/05JRZBJZ B1  34.5  A_CN,1638635,05JRZBJZ B1  34.5  A_CN,_52928b0a-f21b-41ba-b65d-1bfbcc3c8d87,_9a9ef5d0-6f64-4009-b107-2452cfbe10c7,ConnectivityNode
_1179cd2d-66cc-4528-880c-97af5fdcd996,05   PEL-9A,Network/ReportingGroups/RG_NTE/05   PEL-9A,5008,50676316,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   PEL/230/05   PEL B1  230.  A_CN,1584685,05   PEL B1  230.  A_CN,_a66c8a27-3275-46d4-b823-126a1e034a29,_968b2e91-defa-40a1-a146-e5acf63ebb1a,ConnectivityNode
_6928859e-de64-4e71-81c8-7e9408dd2fe5,03   ZMP-31,Network/ReportingGroups/RG_OCC/03   ZMP-31,301441,50676317,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03COCZMP/6.6/03COCZMP BD  6.6   1_CN,1289623,03COCZMP BD  6.6   1_CN,_1107d4bd-2d15-455b-abbd-17a3cbf3e657,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,ConnectivityNode
_332f16b9-959e-4887-8b9d-7954577ef02d,03   JMA-4A,Network/ReportingGroups/RG_OCC/03   JMA-4A,359121,50676318,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03COCJMA/13.8/03COCJMA B1  13.8  A_CN,1276148,03COCJMA B1  13.8  A_CN,_6aedfeb3-2e10-4f02-8c12-d35095ca4858,_ace4b76e-f808-44ae-8dbb-72a06ef90002,ConnectivityNode
_d02f0241-1eac-4619-a584-ad6008ade5bc,02   TDD-7B,Network/ReportingGroups/RG_ORI/02   TDD-7B,230747,50676319,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERTDD/115/02VERTDD BT  115   B_CN,1182502,02VERTDD BT  115   B_CN,_f824b6e0-0a12-4c04-81b6-3e8e870bfcbd,_2410963f-15fc-4aee-9868-5d1eea439e96,ConnectivityNode
_0c2ad540-e1a4-477f-bb6d-cce6afecd356,01   ESB-4a,Network/ReportingGroups/RG_CEL/01   ESB-4a,14070,50676320,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01TLCESB/13.8/01TLCESB BD  13.8  a__CN,899719,01TLCESB BD  13.8  a__CN,_52eb4159-3b4b-4bfa-9880-81f8f6fc265b,_0277480a-a2ba-4a4c-8ce6-403b2730665d,ConnectivityNode
_6777cdaa-6028-4b04-b850-17bd47dc7661,06   MTP-7B,Network/ReportingGroups/RG_NES/06   MTP-7B,640062,50676321,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   MTP/115/06   MTP B2  115.  B_CN,1750434,06   MTP B2  115.  B_CN,_8bc8f322-296f-4548-a368-7073f29ab708,_f5eb7727-b2de-4355-aa5c-fa268b3aaba6,ConnectivityNode
_8ddc2688-bfba-4846-85c8-2fa9f72f8446,02   ZAP-7B,Network/ReportingGroups/RG_ORI/02   ZAP-7B,260770,50676322,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02GMOZAP/115/02GMOZAP B2  115   B_CN,1093522,02GMOZAP B2  115   B_CN,_2e482b97-1851-4e98-943b-31da74db8a25,_147ead4e-dc0e-4839-92ab-808afa09c324,ConnectivityNode
_a2697cd6-c31a-4522-99ac-f31d7c7f1479,02   THP-5a,Network/ReportingGroups/RG_ORI/02   THP-5a,202165,50676323,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   THP/34.5/02   THP BD  34.5  a__CN,1051053,02   THP BD  34.5  a__CN,_387d326c-aa95-40bd-ae38-591daf8c3e18,_0b6a18de-48fe-45f6-aaa8-50efc40cd6d8,ConnectivityNode
_02d2befc-42b9-456a-af18-3cc33462e940,03   CIM-7A,Network/ReportingGroups/RG_OCC/03   CIM-7A,34160,50676324,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROCIM/115/03QROCIM B1  115   A_CN,1355470,03QROCIM B1  115   A_CN,_368032bd-5fb4-41f5-9f0a-ac397d4307c0,_5d6ffb2a-aa21-4468-b189-9ed37fcee730,ConnectivityNode
_825eb1f1-993e-4454-9e03-9f17858441e7,03   CML-5A,Network/ReportingGroups/RG_OCC/03   CML-5A,358301,50676325,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03COCCML/23/03COCCML B1  23    A_CN,1271280,03COCCML B1  23    A_CN,_3980888a-76b6-4039-b344-65b6b9f2dfcb,_717a25f8-ac7d-4460-b338-d13f111d6789,ConnectivityNode
_267daab1-1063-404c-8318-fa51c4ade18c,03   SNA-4A,Network/ReportingGroups/RG_OCC/03   SNA-4A,323121,50676326,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03CNTSNA/13.8/03CNTSNA B1  13.8  A_CN,1260053,03CNTSNA B1  13.8  A_CN,_0162ea25-bd2d-42bd-8696-c2f915ea815b,_3b5f5655-0a8a-41fe-9f10-7b5ceb1f569f,ConnectivityNode
_07cfa567-76ac-4eab-a4b3-147d7d13fa26,05   TRS-4B,Network/ReportingGroups/RG_NTE/05   TRS-4B,5162,50676327,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   TRS/13.8/05   TRS B2  13.8  B_CN,1594119,05   TRS B2  13.8  B_CN,_71f0de88-3425-4737-92a1-0b2d4de8fc3f,_3a4b5328-07c0-4ea1-821e-2c2e3d5b7053,ConnectivityNode
_c8b02f14-388b-4d41-b914-2a9417cef724,05   DIV-7A,Network/ReportingGroups/RG_NTE/05   DIV-7A,5446,50676328,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05CUADIV/115/05CUADIV B1  115.  A_CN,1623193,05CUADIV B1  115.  A_CN,_b1bbf03d-f545-4426-9706-494263ffeaef,_bf9ac00f-eea7-47c6-96e3-9d14a0310da8,ConnectivityNode
_e55db84a-0e90-4797-b616-8ef80bb1b29a,03   SCH-6A,Network/ReportingGroups/RG_OCC/03   SCH-6A,31155,50676329,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYSCH/69/03JNYSCH B1  69    A_CN,1341279,03JNYSCH B1  69    A_CN,_9883e24d-35a4-4c54-8f04-1fc7c20dc5a5,_e6b79496-a8cc-4b77-b70a-f11b3e6f6a31,ConnectivityNode
_40ad02a6-f300-47f0-8422-8bfc6dc4a8d3,03   HTA-5A,Network/ReportingGroups/RG_OCC/03   HTA-5A,309062,50676330,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   HTA/23/03   HTA B1  23    A_CN,1207505,03   HTA B1  23    A_CN,_540c7f3e-dfb1-4bad-ac2e-9c550356819c,_0f020a97-c6b0-4c16-8b89-99c62383e5b2,ConnectivityNode
_de250c10-6ae8-46d4-ac43-e3a50d511658,02   PSF-7B,Network/ReportingGroups/RG_ORI/02   PSF-7B,240354,50676331,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXPSF/115/02PTXPSF B2  115   B_CN,1112781,02PTXPSF B2  115   B_CN,_da4456f8-0e4a-4f74-8753-0aa21b0afa8a,_e339fea3-b5c4-4a0a-9d7f-141c1f35401b,ConnectivityNode
_acdc7fb0-450b-4518-8000-051944dca3e9,01   KCR-7c,Network/ReportingGroups/RG_CEL/01   KCR-7c,12002,50676332,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   KCR/85/01   KCR BD  85a   c__CN,811649,01   KCR BD  85a   c__CN,_8aaee982-4dea-4929-83ec-db9b14b9a8c3,_e8a1ab73-cea8-4eb8-8304-590bc9f561f4,ConnectivityNode
_0e9de98e-8e64-417c-b9a0-69f36e4ba560,01   EDB-4a,Network/ReportingGroups/RG_CEL/01   EDB-4a,14065,50676333,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01TLCEDB/13.8/01TLCEDB BD  13.8  a__CN,898897,01TLCEDB BD  13.8  a__CN,_48c49e7d-047c-4ac8-9ea2-2dd460518941,_c70983d9-d8b4-4098-9269-aa847923cf5f,ConnectivityNode
_ddfff264-c589-4f31-80f0-f83a56b6fd32,03   RON-42,Network/ReportingGroups/RG_OCC/03   RON-42,386053,50676334,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   RON/13.8/03   RON G2  13.8  2_CN,1220113,03   RON G2  13.8  2_CN,_9c6046d7-954b-4d9e-bbd5-f93af2d22199,_3b9d887e-3a9d-43bf-b45c-d4cabaac67ea,ConnectivityNode
_a84ec341-74d0-4341-90b9-3f5db485c977,03   FER-6A,Network/ReportingGroups/RG_OCC/03   FER-6A,31807,50676335,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYFER/69/03JNYFER B1   69   A_CN,1328657,03JNYFER B1   69   A_CN,_66c7c521-3499-4dce-9842-4ddbd9e085e2,_0bf5f0fb-0aaf-4435-b4c0-631125ac9e3e,ConnectivityNode
_d499a1b7-7139-4df3-827d-f97bb375ed53,05   CLI-7B,Network/ReportingGroups/RG_NTE/05   CLI-7B,52004,50676336,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05DGOCLI/115/05DGOCLI B2  115.  B_CN,1631799,05DGOCLI B2  115.  B_CN,_9f9952de-4510-4b88-b962-9d2045efacea,_7af572ee-73eb-4c4d-a440-b6f88c780290,ConnectivityNode
_2c1d50bd-42e4-484a-9551-708c6a92f1d4,03   SDJ-55,Network/ReportingGroups/RG_OCC/03   SDJ-55,343876,50676337,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   SDJ/34.5/03   SDJ G5  34.5  5_CN,1220919,03   SDJ G5  34.5  5_CN,_89cb50bc-1d36-4232-ac93-862339469c00,_892ad238-3c63-4b0d-b803-9e01b976fa9a,ConnectivityNode
_b48a8517-b130-446b-8d95-2887b9f5cdd4,02   VID-4A,Network/ReportingGroups/RG_ORI/02   VID-4A,21119,50676338,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02SURVID/13.8/02SURVID B1  13.8  A_CN,1156374,02SURVID B1  13.8  A_CN,_a558ce2b-b6f2-48e4-a379-58a878f316b8,_ce14ec30-bb02-45a9-8796-95d08184c674,ConnectivityNode
_a8131eca-e3d5-4778-8627-f0fd3ad24970,04   NVN-40,Network/ReportingGroups/RG_NOR/04   NVN-40,42354,50676339,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04OBRNVN/13.8/04OBRNVN BD  13.8  0_CN,1377379,04OBRNVN BD  13.8  0_CN,_4730e6ad-7683-4800-9fb5-0d54efc98be2,_44433fe5-0588-42f3-bc48-45866da21bfb,ConnectivityNode
_59c15986-7e39-4eda-9b41-0289403454b5,02   COP-7B,Network/ReportingGroups/RG_ORI/02   COP-7B,230183,50676340,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERCOP/115/02VERCOP BT  115   B_CN,1163253,02VERCOP BT  115   B_CN,_342fdad5-9113-4690-8ff0-fca5a4d6c9bf,_3b53b6aa-36be-42fb-829f-0e83de899e00,ConnectivityNode
_361dda96-949f-44e9-aedf-388f1c7c9ce5,03   LHT-7A,Network/ReportingGroups/RG_OCC/03   LHT-7A,35836,50676341,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03COCLHT/115/03COCLHT B1  115   A_CN,1276890,03COCLHT B1  115   A_CN,_ab0084ae-f38c-48eb-a407-3365e368a4a1,_82e6406b-43f6-4da0-91db-79a923165780,ConnectivityNode
_adcf36ca-6890-48c1-ae4d-614e891cd8dc,08   XPU-7j,Network/ReportingGroups/RG_PEN/08   XPU-7j,833484,50676342,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08CHTXPU/115/08CHTXPU BD  115   j__CN,974335,08CHTXPU BD  115   j__CN,_33c59694-4f00-4c27-a573-499f3ee4e3d3,_2fc79492-44ac-4fc2-8808-45bb85c8e2d0,ConnectivityNode
_e16bae91-4f8c-421b-8fd0-84caff7463a3,03   SND-7A,Network/ReportingGroups/RG_OCC/03   SND-7A,33369,50676343,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03GTOSND/115/03GTOSND B1  115   A_CN,1316256,03GTOSND B1  115   A_CN,_199c1b3f-cdbb-4cf5-8a0f-8348d7c91a2e,_62759e64-5e12-4a3f-92bd-2fe2194d0dfd,ConnectivityNode
_3ee51635-0096-4a2d-a1c0-fa7f3101f641,06   VCG-54,Network/ReportingGroups/RG_NES/06   VCG-54,60186,50676344,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   VCG/34.5/06   VCG BD  34.5  4_CN,1794753,06   VCG BD  34.5  4_CN,_5803daf3-35bb-4822-8260-fa9160929d30,_0b749ab1-1f7f-4d70-a767-cb71d046b1a9,ConnectivityNode
_80936ede-0426-4ef4-8eac-b1b12a0b1669,03   ESJ-6A,Network/ReportingGroups/RG_OCC/03   ESJ-6A,31106,50676345,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03JNYESJ/69/03JNYESJ B1   69   A_CN,1327881,03JNYESJ B1   69   A_CN,_6e0d32e6-54ac-48d3-9fe3-b6ff8ea9cfd7,_a8b691cb-be83-4713-9e40-c0e219426d6b,ConnectivityNode
_1a9b1bed-5bee-42fd-990e-8846b5d2023f,01   DAA-9A,Network/ReportingGroups/RG_CEL/01   DAA-9A,11636,50676346,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   DAA/230/01   DAA B1 230    A_CN,794096,01   DAA B1 230    A_CN,_74b6571c-9afe-429e-8ecd-090ed29e4ed8,_1551bf85-4f2d-4024-835a-91b41697516b,ConnectivityNode
_3de0b713-98f9-4dc3-9f03-5e7b6932b066,04   IMR-50,Network/ReportingGroups/RG_NOR/04   IMR-50,40451,50676347,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04HMOIMR/34.5/04HMOIMR BD  34.5  0_CN,1391984,04HMOIMR BD  34.5  0_CN,_e795b755-b908-4d94-b361-69297911781d,_24f20573-1811-4cf5-9ed3-ce06d7098064,ConnectivityNode
_ac5d4f47-d92e-4789-a981-43c7044e5c80,02   CEF-4A,Network/ReportingGroups/RG_ORI/02   CEF-4A,24710,50676348,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXCEF/13.8/02PTXCEF B1  13.8  A_CN,1099670,02PTXCEF B1  13.8  A_CN,_129d774f-2db5-40af-bae8-989b81559a9a,_7e2626ca-d866-4a40-887d-fe528214a844,ConnectivityNode
_d1e1debd-a602-457e-9866-fbf558e75b39,04   ISM-4A,Network/ReportingGroups/RG_NOR/04   ISM-4A,44282,50676349,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04CULISM/13.8/04CULISM BD  13.8  A_CN,1433352,04CULISM BD  13.8  A_CN,_6cbfb8cb-37f4-4503-91c4-642bf79adb7c,_907a2d89-03b8-4bb4-9a19-ea53da109494,ConnectivityNode
_327994b8-54f6-4ede-90ad-dc3843341ab1,03   TXP-5A,Network/ReportingGroups/RG_OCC/03   TXP-5A,350641,50676350,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03COCTXP/23/03COCTXP B1  23    A_CN,1286570,03COCTXP B1  23    A_CN,_79b5df60-133a-4d2a-8b1c-484ce5835f0a,_d9321520-f152-4bc4-b5f9-8b2cf70a5afc,ConnectivityNode
_623b2b4e-11b7-4fd0-89ea-4e8cbc328286,04   CHO-11,Network/ReportingGroups/RG_NOR/04   CHO-11,43132,50676351,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   CHO/1/04   CHO BD  000   1_CN,1508082,04   CHO BD  000   1_CN,_776a1e51-8d1e-4540-b193-aa7d2d91a570,_5545a240-c6fd-4460-a46f-57ccdc9002d0,ConnectivityNode
_65557b49-fa70-4295-a1d2-23afe496bcd9,01   EDB-7A,Network/ReportingGroups/RG_CEL/01   EDB-7A,14064,50676352,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01TLCEDB/115/01TLCEDB B1  115   A_CN,898819,01TLCEDB B1  115   A_CN,_7e942ac5-0c12-4d38-bd68-10067477733c,_3c173468-95aa-40be-814c-3eae97401375,ConnectivityNode
_4f7f7166-c92b-4e7f-a1ba-8709f0dde68f,04   CHO-AA,Network/ReportingGroups/RG_NOR/04   CHO-AA,43118,50676353,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   CHO/400/04   CHO B1  400   A_CN,1507860,04   CHO B1  400   A_CN,_0ac307ff-3d9b-4172-bee0-4afed5906511,_fc887667-25bf-4265-b21b-85ec7dc8cbad,ConnectivityNode
_f1e9c16e-8d0d-4c55-902b-fdf548ce50fa,01   MZA-5A,Network/ReportingGroups/RG_CEL/01   MZA-5A,11336,50676354,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   MZA/23/01   MZA B1  23   A_CN,823722,01   MZA B1  23   A_CN,_bcf3f190-537e-46b7-b65b-a8440076c1bf,_87e273e7-0250-4630-9575-a2cb27c0a2af,ConnectivityNode
_3b4820aa-aa06-4452-ba37-8a9afcb9c795,03   MSG-9A,Network/ReportingGroups/RG_OCC/03   MSG-9A,32494,50676355,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   MSG/230/03   MSG B1  230   A_CN,1213725,03   MSG B1  230   A_CN,_bfd9f8a4-0825-4b6a-a84f-729f4c8bf523,_44a838e2-bc96-4b5d-976a-f490a4d62a0c,ConnectivityNode
_bc7d11ea-2550-47fc-83ff-06ed1f4f2a2f,05   MTR-7A,Network/ReportingGroups/RG_NTE/05   MTR-7A,5439,50676356,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05CUAMTR/115/05CUAMTR B1  115.  A_CN,1626674,05CUAMTR B1  115.  A_CN,_26b259f9-c79e-42cc-95b4-a1159d59fd06,_9774ca3e-a05c-43bc-ad6a-c36e166ee625,ConnectivityNode
_5bb16bb2-61e4-4543-b23b-56f5e34046a3,01   NEC-3B,Network/ReportingGroups/RG_CEL/01   NEC-3B,16317,50676357,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   NEC/4.4/01   NEC B2  4.4  B_CN,825273,01   NEC B2  4.4  B_CN,_ff6e52d8-8314-4a81-9818-5014d500c1d4,_3c81d298-e9c2-464e-b794-0392c0600a37,ConnectivityNode
_fbc5ccc1-3562-421a-88fc-526230176aed,06   PUO-7A,Network/ReportingGroups/RG_NES/06   PUO-7A,651007,50676358,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06HUAPUO/115/06HUAPUO B1  115.  A_CN,1845557,06HUAPUO B1  115.  A_CN,_8c042066-d152-4254-9052-979bd8ebe026,_b6ca66f4-1bd3-4114-91ff-9cbb6af940c7,ConnectivityNode
_ca738380-d247-4239-a128-f235c4d6a0b2,04   SSA-9C,Network/ReportingGroups/RG_NOR/04   SSA-9C,46309,50676359,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   SSA/230/04   SSA BT  230   C_CN,1449802,04   SSA BT  230   C_CN,_6a1bcfb1-3935-47d4-b34f-140f9f214582,_4049dd76-bd37-41b9-bd9a-9be8036245cb,ConnectivityNode
_16e9295b-6cdb-4981-9d6e-3c1017ad6663,02   GRE-5C,Network/ReportingGroups/RG_ORI/02   GRE-5C,241321,50676360,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   GRE/34.5/02PTXGRE B1  34.5  C_CN,1031986,02PTXGRE B1  34.5  C_CN,_b06215ca-a28a-484b-a871-bab3ccebf4f5,_de61be33-dbc8-484e-a8f0-05adede55445,ConnectivityNode
_d98342c0-2469-48d7-8fd1-fe236905453d,02   PTM-7A,Network/ReportingGroups/RG_ORI/02   PTM-7A,21031,50676361,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02SURPTM/115/02SURPTM B1  115   A_CN,1147813,02SURPTM B1  115   A_CN,_224a0cf3-35b4-4678-b250-0b18625113d7,_44de150f-5903-41c2-995e-3b7dbd31f735,ConnectivityNode
_c41d2baa-6f10-4126-b496-3051f9f4c923,06   AMT-9c,Network/ReportingGroups/RG_NES/06   AMT-9c,68066,50676362,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   AMT/230/06   AMT BD  230.  c__CN,38156940,06   AMT BD  230.  c__CN,_e857368d-b9b6-443a-ac1c-65fab76e2949,_5f8be5d0-3a6e-4380-9064-9d650cdf1880,ConnectivityNode
_5b4e3e39-072a-47a5-9552-ff0cd4e88df5,05   MCZ-9s,Network/ReportingGroups/RG_NTE/05   MCZ-9s,55042,50676363,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   MCZ/230/05   MCZ BD  230.  s__CN,1580849,05   MCZ BD  230.  s__CN,_ed99036a-ebd4-45bf-b213-51267574dcb5,_c8d5386a-24b9-4fd5-8e33-459343e66f80,ConnectivityNode
