"VoltageLevel:
ID","VoltageLevel:
InternalId","VoltageLevel:
Name","VoltageLevel:
Parent","VoltageLevel:
ObjectType","BaseVoltage:
Path","BaseVoltage:
InternalId","BaseVoltage:
Name","VoltageLevel:
VoltageLevelHasABaseVoltage:
BaseVoltage:
ID","BaseVoltage:
Parent","BaseVoltage:
ObjectType"
_f6d36948-c1f9-49ae-9108-681f26e26a7b,1340620,69,_362f9443-2b9b-460c-9d68-32687f841dc8,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bc933ebb-ce5d-4ccf-b2d5-b37e7dc7769d,1340659,23,_362f9443-2b9b-460c-9d68-32687f841dc8,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_826233ea-7dd5-403d-bc9f-cabd6c7d1444,1340919,115,_8c72afff-b073-4795-b709-29c4f8da694e,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0b475d76-f19e-4d2c-9be1-8e24af51bd20,1340959,69,_8c72afff-b073-4795-b709-29c4f8da694e,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4c9554db-ef45-45d1-82bd-55776e6c3fa5,1340997,23,_8c72afff-b073-4795-b709-29c4f8da694e,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e6b79496-a8cc-4b77-b70a-f11b3e6f6a31,1341278,69,_570970a6-584f-4006-bc5e-47ca9ee6b5bf,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ff805082-2e63-4d1e-9a9c-d44b7e3d8ee6,1341401,69,_99fc2645-60a5-4d5a-9a81-dc0ca1bb99f9,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a754e8b7-31de-47e5-b404-6eb5ddcffbdc,1341524,115,_fb75432b-e214-499c-95dd-1f4894140cf3,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_184d0ae0-72db-4d77-90d3-b7fdfa272572,1341602,13.8,_fb75432b-e214-499c-95dd-1f4894140cf3,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2840aedd-ca4b-4b2f-b9b1-1f1c07d38b87,1341876,69,_d65a79d8-63ec-40b5-970a-d6e3755513f8,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ac217dd9-cb7d-4f21-a335-c5cb75381aa9,1341888,115,_d65a79d8-63ec-40b5-970a-d6e3755513f8,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_60507e2f-56ee-4fff-876c-8f162679ce3b,1341944,23,_d65a79d8-63ec-40b5-970a-d6e3755513f8,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c82884f3-8902-4a10-b40e-1f7ba20d156d,1342447,69,_4091d4dc-5ac8-40d7-b4c0-b7ae3b1e3716,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_018290ae-afdd-4caf-b708-7436506c8942,1342565,69,_899c24a4-ca9a-48d8-adc3-89b24f8a04d2,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d376bfaa-1ec8-42bf-8e41-2918a546fb2f,1342624,23,_899c24a4-ca9a-48d8-adc3-89b24f8a04d2,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_23985287-ab61-49eb-a4ba-f00b0d616bed,1342893,115,_a030d835-e3c7-40ad-a7c2-7b42a560072a,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_358f6260-35f0-4ca0-8c1b-9a3015de6a8b,1342908,13.8,_a030d835-e3c7-40ad-a7c2-7b42a560072a,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d60b073f-aa87-4257-8116-1936191d395e,1343038,69,_65a84b19-3ad1-4e88-92c9-91b95f520030,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_97e1178c-a4f4-4393-b1a0-818035839cf4,1343151,69,_b0fcc40f-f437-441e-9b34-025af11156fb,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1b0a970d-21e9-4ce1-a93d-0a50c2b6ca91,1343269,69,_bf72f820-cba8-4217-957a-db42c3aabc6e,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2a651b8a-758d-4d38-930a-04add3e48d14,1343382,115,_4c233029-9fd2-492f-b87f-557e88589b1a,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_42d3b558-5cfd-4cce-8717-9c8924152f36,1343427,13.8,_4c233029-9fd2-492f-b87f-557e88589b1a,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_12dc7769-e3f4-4f3c-ab2c-2706c2f13136,1343452,34.5,_4c233029-9fd2-492f-b87f-557e88589b1a,VoltageLevel,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_72512f71-0149-4686-88f4-fb7b087878d3,1343814,115,_9fdd7840-6bfe-4ac9-8309-0fe561e73cb5,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b179534a-eb1a-44d5-9e76-bf558f5455bd,1343867,13.8,_9fdd7840-6bfe-4ac9-8309-0fe561e73cb5,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1a273075-ed6b-4881-bcc0-ba077abe6f80,1343892,34.5,_9fdd7840-6bfe-4ac9-8309-0fe561e73cb5,VoltageLevel,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_21a2cb53-cc49-47e9-adcb-acfa9d4f5cbd,1344256,69,_670414e5-a870-401f-91e1-77d47a5ae8ce,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2aa5205e-8f12-4969-9a0c-1c3ba2cd06fc,1344281,69,_3a913ce5-0b54-4931-943a-b3bd51f6a428,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_48ff1f89-667e-4880-a35b-61beff2782f9,1344348,23,_3a913ce5-0b54-4931-943a-b3bd51f6a428,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9a724434-02a8-47a7-9a38-abee9ea7ca99,1344747,69,_aa553b1c-111d-408f-b8d6-649c415b6bfd,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ba0d06d7-4b12-44dc-9af5-7c5c7499cb6c,1344865,69,_42a6c2f9-da50-489f-9845-b1fe0f2ce8da,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_765be6f1-7069-46bf-98d4-55fe5379e25c,1344998,115,_bb4547f0-fa9a-493c-98c1-771aef8aff14,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8aed1228-c8e6-4046-95dd-16c52cd7d889,1345037,23,_bb4547f0-fa9a-493c-98c1-771aef8aff14,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0d157fcd-a9e2-4ed9-8539-094d4df9905d,1345301,115,_d63fe888-28fb-4c3f-b5a0-c9b816079c4d,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cfc9aca1-4096-4d71-bad7-b8a90db9bc81,1345313,23,_d63fe888-28fb-4c3f-b5a0-c9b816079c4d,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5ce96c52-5601-4ac6-9e78-45e649112b38,1345569,115,_84858dcf-370a-4d42-939e-757a4141ae80,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9b086c07-2a14-441d-9a0c-631bee45302a,1345601,13.8,_84858dcf-370a-4d42-939e-757a4141ae80,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1571923e-a107-4d56-8900-a09aae234cc3,1345859,115,_dcc1e7ec-e448-44cb-af9b-2d4aaeeb36e0,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_29d95ebb-d2ba-44c8-b7f6-711d55c48e09,1345908,23,_dcc1e7ec-e448-44cb-af9b-2d4aaeeb36e0,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3577d177-b786-4629-9f02-e3449f604c9d,1346047,115,_c84c559f-69a6-46e1-9623-665a1d6757fa,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_055f65ad-2218-49b5-bfca-1720e54c1a74,1346058,13.8,_c84c559f-69a6-46e1-9623-665a1d6757fa,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b997c1c8-b9df-46ab-849f-e127e84eb878,1346187,115,_8473ce35-2d3d-4b72-ad2c-9354374607fd,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6cef0207-d3f8-42b6-8c8f-ec6da10fdd80,1346202,23,_8473ce35-2d3d-4b72-ad2c-9354374607fd,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0cd6364a-e986-46d4-9d93-ac8c1f01cee0,1346332,115,_48cd8d04-dbc3-4e68-b4a0-d14d6620c57a,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c69ce922-a9c9-4cd8-ab0d-aa78586825a7,1346378,13.8,_48cd8d04-dbc3-4e68-b4a0-d14d6620c57a,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_655755e6-241a-46be-ab42-d310feedde28,1347326,115,_3d3b6877-1348-426e-8096-e26c83ebca7a,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f430e1ff-ea7c-4054-b596-b97e17777d46,1347379,13.8,_3d3b6877-1348-426e-8096-e26c83ebca7a,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9ec204b8-d426-4e22-92c1-8d52240560af,1347643,69,_8fcc9b1a-6f28-4ecf-b764-eda4d57ac482,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_92bb3936-539f-409d-b9fe-b18cbaa1b12f,1347761,69,_2e9645b1-eb66-4b03-8c9c-22a1290ef2c6,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4a35341c-398f-48ee-a4d5-13c60dbeb63a,1347813,23,_2e9645b1-eb66-4b03-8c9c-22a1290ef2c6,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8369512f-aea8-48e1-8c5e-4488f65b0fde,1348081,69,_79d6111e-5fc0-45a2-a6ed-5c59f8f072a0,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1da5fa94-a040-4cad-8f41-51aa0e9186b7,1348102,115,_0c94a992-d573-4a12-90a6-5646db4a2c6a,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1a8b13f4-9317-4233-baf0-21017905267b,1348121,13.8,_0c94a992-d573-4a12-90a6-5646db4a2c6a,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_91f78d81-dc07-4943-92fa-dee9209b9a42,1348252,69,_ced740d0-1679-4e57-a798-992096c528d4,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b9e07801-ce3c-4b39-a22e-00479e681fdf,1348373,69,_2c055880-ed62-4c83-b0b0-fec342456b54,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_eff4ccf1-09e9-4e47-8519-9b2441853457,1348399,13.8,_2c055880-ed62-4c83-b0b0-fec342456b54,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bc45e50b-1f1d-4910-bd77-172e6ee81f18,1348651,115,_94e4ba8f-6523-4053-9695-f1b816e26f69,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0b0de6d5-b5e3-4ed9-826f-fbd971d58486,1348710,23,_94e4ba8f-6523-4053-9695-f1b816e26f69,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1ecf63af-dc38-4f59-aff9-a835e82b10af,1348980,69,_eff865e4-dcef-4c27-a293-0a2fa96d62b0,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_273803b1-bc92-40ca-b5e4-5573a9d9a484,1349005,115,_eff865e4-dcef-4c27-a293-0a2fa96d62b0,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_96a0a072-3b92-4640-93ee-de21e0e76fcd,1349022,23,_eff865e4-dcef-4c27-a293-0a2fa96d62b0,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c3341e27-5588-4c93-8643-0f224813b7a7,1349168,115,_bb114e6b-a4cc-487c-8462-3475d8303803,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_31176921-4e36-42ce-9b30-ac77cc61996f,1349205,23,_bb114e6b-a4cc-487c-8462-3475d8303803,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_853f9d6a-e500-41e7-a052-d24d7c1871cc,1349442,115,_7e5c37e1-fd37-4c4e-b960-0869e25ed415,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9af6b1ed-7779-47c0-842e-fa8c8c395827,1349457,23,_7e5c37e1-fd37-4c4e-b960-0869e25ed415,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d69c40b5-d4ac-4282-912a-f051b66427bb,1349714,69,_cdccdea9-92f9-47d3-8bc9-504ac121887e,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8b903ea3-0ffe-4eb8-947b-a17d7efa25b7,1349842,69,_70bedbda-cc2f-4061-addb-e83a4deeef54,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2549e03c-c53f-4740-ad4a-d2a4bd043842,1349955,69,_08351ce9-f975-44e6-a787-87e685900b4f,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_77c41588-d8d0-4002-9731-f23717e4f300,1349971,23,_08351ce9-f975-44e6-a787-87e685900b4f,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e63e9c7f-3774-40f1-a10d-92ed7f2e59fa,1350224,115,_8d9aec0d-15a3-4e5d-8eb7-75fb9123056d,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2a366e57-e992-40f6-89b2-c76b098cf53b,1350256,23,_8d9aec0d-15a3-4e5d-8eb7-75fb9123056d,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3e0e532e-1de2-47bc-854b-010203c05421,1350391,69,_00d83ba0-0a1e-4180-a372-3ec3aa11ab4c,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_305694ee-b6d8-4d28-b52c-b1412ed9524b,1350626,115,_cedd3bec-f332-4222-9c24-dd85c47db390,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c2546aa2-45cd-47a7-ad4e-aae6b0a43033,1350646,23,_cedd3bec-f332-4222-9c24-dd85c47db390,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_08f21cdd-423b-41ba-9217-5c9b6967f2b0,1350659,13.8,_cedd3bec-f332-4222-9c24-dd85c47db390,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fd00c19c-863f-4565-a50d-d122851a626d,1350902,115,_0a3d0e27-2926-43f7-a2ba-bd2d435c4e40,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d728e724-200b-4369-a1ee-53bd1554314e,1350941,13.8,_0a3d0e27-2926-43f7-a2ba-bd2d435c4e40,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_38599c5d-472d-4ab3-b730-e1c1e3dfa9d3,1351205,115,_a50cd847-1a19-4b02-8052-a416fff41312,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b23e32c2-be98-4cde-b963-ada5a3db98a6,1351231,13.8,_a50cd847-1a19-4b02-8052-a416fff41312,VoltageLevel,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_687a9351-33c0-4722-89fb-c25a3451a4cb,1351491,115,_b79def88-55fe-48be-ada5-da54c9c20985,VoltageLevel,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b6d63690-e811-4f73-a04b-700eaf7c3b21,1351511,23,_b79def88-55fe-48be-ada5-da54c9c20985,VoltageLevel,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8668fbdc-b0a3-4c57-b94e-cabaf3116dee,1351642,69,_c0f28399-982a-431c-8560-61969a496d6e,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4571ddac-7052-42b4-9e5e-ba5c415a3b1d,1351755,69,_8b99c19a-1049-4c49-8c2b-5560f26fddc9,VoltageLevel,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
