"ShuntCompensator:
ID","ShuntCompensator:
Name","ShuntCompensator:
Description","ShuntCompensator:
NAFlag","ShuntCompensator:
ShortID","ShuntCompensator:
InternalId","ShuntCompensator:
Parent","ShuntCompensator:
ObjectType"
_1d19deac-f47c-4ba3-936d-708bdbfa1afb,CP-01,04HMODYN CP-1 B1       I,true,C1,1394530,_181bec6d-b4c9-4cc9-9fa7-504804fb9431,ShuntCompensator
_d70b402a-a122-4abb-b855-ab639b58ffb7,CP-02,07   APD 4520 B1    5.0I,true,C2,1395362,_21121e79-f75c-4df3-b481-0f97de557422,ShuntCompensator
_e577c39e-dbca-48d1-99b3-cd9a6b81fdf4,CP-03,07   APD 4530 B1    1.2I,true,C3,1395364,_21121e79-f75c-4df3-b481-0f97de557422,ShuntCompensator
_46f32b7b-693d-40ea-90e2-be63c090f6e9,CP-04,07   APD 4540 B1    2.4I,true,C4,1395366,_21121e79-f75c-4df3-b481-0f97de557422,ShuntCompensator
_f43feda6-1cc9-489d-86d6-d3c8730aab06,CP-05,07   APD 4550 B1    2.4I,true,C5,1395368,_21121e79-f75c-4df3-b481-0f97de557422,ShuntCompensator
_41571518-0576-4410-bc72-6e57f309bb91,CP-06,07   APD 4560 B1    2.4I,true,C6,1395370,_21121e79-f75c-4df3-b481-0f97de557422,ShuntCompensator
_4d781839-a6ba-4f88-bdec-698c61a37154,CP-07,07   CHQ 5170      10.0I,true,C7,1397488,_73f44e9d-dd83-4784-b2bc-4523efcaa17e,ShuntCompensator
_ef992f8e-df38-472d-a2b6-302b09650b05,CP-01,07   CHQ 5510   5.0 MVAR,true,C1,1397490,_73f44e9d-dd83-4784-b2bc-4523efcaa17e,ShuntCompensator
_d98522cd-2a96-4979-b0c3-b33bb9c8d3bd,CP-03,07   CIP CP-75030 15.I,true,C3,1398537,_000da7b7-4ad9-4305-81b1-adef6b4d8056,ShuntCompensator
_5197728a-335d-4421-aca7-3cdcebfb3068,CP-01,07   CIP 4510   2.4 MVAR,true,C1,1398667,_82dcfb72-d5ae-430d-bfa8-edfedd3bbf26,ShuntCompensator
_1d4232c3-3166-4f0f-bd50-50681d109a4a,CP-02,07   CIP 4520   2.4 MVAR,true,C2,1398669,_82dcfb72-d5ae-430d-bfa8-edfedd3bbf26,ShuntCompensator
_d1eb3548-f8a1-4b9d-9de3-4ce1f7fe6fc8,CP-01,07   CNT 4510   2.4 MVAR,true,C1,1399772,_5bcc1975-cad1-49be-ba60-42238b5d3029,ShuntCompensator
_ab726c72-9298-4a1c-aae8-7f7258108676,CP-01,07   CNZ 4510   2.4 MVAR,true,C1,1400436,_7484a886-0621-40a1-943a-4dfb50343d7d,ShuntCompensator
_f5c4332b-377c-42a6-830c-f50e9e86dd3e,CP-01,07   CRO 5010      10.0I,true,C1,1402252,_86c4fd18-4a24-40d9-92c3-b5dfedbdc5d9,ShuntCompensator
_de63f6be-7fa7-40db-858c-cd69c7aa46ae,CP-02,07   CRO 5020      10.0I,true,C2,1402254,_86c4fd18-4a24-40d9-92c3-b5dfedbdc5d9,ShuntCompensator
_f6ee5598-c732-4f32-991a-8f0cf879b549,CP-03,07   CRO 85030 21.0 MVAR,true,C3,1402514,_21628503-89dc-4f6f-a599-45cbc022a161,ShuntCompensator
_4d80cd14-adbd-4e37-b30e-4d46d77da7a8,CP-01,07   CTY 4510   5.0 MVAR,true,C1,1404700,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,ShuntCompensator
_c1fba626-7eac-4f98-8426-e3dc544bf4c9,CP-02,07   CTY 4520   5.0 MVAR,true,C2,1404702,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,ShuntCompensator
_d718d445-e066-4a18-8c5e-10801563ac69,CP-03,07   CTY 4530   2.4 MVAR,true,C3,1404704,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,ShuntCompensator
_a9b37ba7-d4dd-4ff0-bec6-2ab4981e2863,CP-04,07   CTY 4540   2.4 MVAR,true,C4,1404706,_4ff19f82-c520-49a9-aa4f-43138c0dc8ee,ShuntCompensator
_05abef58-d20b-4240-8796-2d9c16274963,CP-05,07   CTY 5520  10.0 MVAR,true,C5,1404803,_4c121eaa-b7cc-40cd-9e7b-2f3368b0925b,ShuntCompensator
_75c83617-b49b-40a6-b112-b8fe4740940b,CP-06,07   CTY 85060 21.0 MVAR,true,C6,1404886,_2c8ea2ce-1984-4b68-9a42-79b9c7a21fe0,ShuntCompensator
_39973732-e212-4f18-a108-41f473546d94,CP-01,07   GOR 4510   2.4 MVAR,true,C1,1407460,_a63fc6a5-176f-4731-a6f6-067ad28264a2,ShuntCompensator
_815fc601-0b8f-4a62-9c81-f2bf33c9dcf3,CP-02,07   GOR 5510   2.7 MVAR,true,C2,1407541,_8558ef10-5e67-4dc6-abad-5567c8c67cc3,ShuntCompensator
_90b39439-b519-43d7-bf41-3809f625a281,CP-03,07   GOR 85030 21.0 MVAR,true,C3,1407625,_b0f7503a-a9e9-49c6-acec-65a445747573,ShuntCompensator
_e7fc1585-715d-47eb-9209-8e49ed7bfc3e,CP-01,07   HGO 4510   5.0 MVAR,true,C1,1408939,_97ed2317-f365-4dcd-8be6-beff32a6781f,ShuntCompensator
_59cf8e25-a565-453d-b033-b70d07e9b5ec,CP-01,07   KCH 4510   2.4 MVAR,true,C1,1410213,_1346ce9b-119f-470e-a336-a1cf53f2bab5,ShuntCompensator
_9ce39bce-0898-4648-89eb-c4b021f95873,CP-02,07   KCH 85020 21.0 MVAR,true,C2,1410307,_ede2d4c7-11ec-42fa-bb34-2159a2dad478,ShuntCompensator
_5cc47f0b-61a9-4eb1-80fa-564256c8e11e,CP-01,07   LOS 4510  1.2  MVAR,true,C1,1410914,_54b39cca-f60b-4b54-93ea-0a8383fa3d71,ShuntCompensator
_22510f63-6050-4efb-b111-b28943ac260f,CP-02,07   LOS 4520  1.2  MVAR,true,C2,1410916,_54b39cca-f60b-4b54-93ea-0a8383fa3d71,ShuntCompensator
_851389a1-5f40-4344-9933-85de618e8ab2,CP-03,07   MEP 4530   2.4 MVAR,true,C3,1411517,_9baa56b0-f2c1-40ac-a7ea-cb4d31e3b155,ShuntCompensator
_8ef9bb52-c8aa-457e-a2e8-f3e5a2a714b1,CP-01,04HMOCCA CP-1 B1       I,true,C1,1413326,_696b25f0-0da2-440d-914c-3d0ba6efc877,ShuntCompensator
_2e44440c-8b42-4c37-b14c-c9922f62a8a1,CP-01,04HMOCBA CP-1 B1       I,true,C1,1413481,_2d69ebf3-0cbf-44c0-8ef0-964c7d7b6ea4,ShuntCompensator
_27e43ebf-fedd-4167-bcec-b1792115dc5b,CP-02,04HMOCBA CP-2 B1       I,true,C2,1413483,_2d69ebf3-0cbf-44c0-8ef0-964c7d7b6ea4,ShuntCompensator
_b20f9a96-75eb-471c-ac86-c10b7ae3dea0,CP-03,04HMOCBA CP-3 B1       I,true,C3,1413485,_2d69ebf3-0cbf-44c0-8ef0-964c7d7b6ea4,ShuntCompensator
_26518f48-96af-41b3-82d0-fd0e10f9b7c0,CP-04,04HMOCBA CP-4 B1       I,true,C4,1413487,_2d69ebf3-0cbf-44c0-8ef0-964c7d7b6ea4,ShuntCompensator
_33a241d7-ba49-47a0-99a7-8236bed36235,CP-01,07   MOE 4510   2.4 MVAR,true,C1,1413827,_29555b10-360a-4640-aec6-bdd080cc7a67,ShuntCompensator
_0c020126-fc65-4afe-af66-3cd7bbba9d65,CP-02,07   MOE 5510   2.7 MVAR,true,C2,1413912,_774d6672-7180-4115-98d3-c30c5aff1313,ShuntCompensator
_2ab9226e-631b-4095-8292-0cb1c3013e92,CP-03,07   MOE 85030 21.0 MVAR,true,C3,1413985,_14145de9-05f1-4924-8822-873544e03f70,ShuntCompensator
_46bc8cf7-a4f1-44c7-8df2-612c7d7c38d3,CP-01,04HMOBZI CP-1 B1       I,true,C1,1415191,_97ed7c76-6df1-4a79-a191-df07494838a2,ShuntCompensator
_6dba1e03-3fce-4211-a011-78fc939bb7f7,CP-02,04HMOBZI CP-2 B1       I,true,C2,1415193,_97ed7c76-6df1-4a79-a191-df07494838a2,ShuntCompensator
_e63481a4-1cce-4c4b-be05-2756c7c2b109,CP-01,07   MXI 4510   2.4 MVAR,true,C1,1415437,_9b8993b5-9edc-49a4-8e61-a9f6c40c8387,ShuntCompensator
_f5f8210f-9b17-46b8-9c48-2e3d32dfef28,CP-02,07   MXI 4520   1.2 MVAR,true,C2,1415439,_9b8993b5-9edc-49a4-8e61-a9f6c40c8387,ShuntCompensator
_2a370a61-569f-4f34-88f0-aeaa942a324e,CP-03,07   MXI 4530   2.4 MVAR,true,C3,1415441,_9b8993b5-9edc-49a4-8e61-a9f6c40c8387,ShuntCompensator
_072f23d6-e2e4-442c-8e18-fcb69f1799e3,CP-06,07   MXI 85060 21.0 MVAR,true,C6,1415582,_98cf6d65-3613-47da-82c5-cadcb8b06c83,ShuntCompensator
_c3ed89e7-1479-4216-87f2-f52040a62fe7,CP-04,07   MXI 5510  10.0 MVAR,true,C4,1415695,_277b4487-7a17-49be-a289-dc3418c5c1ad,ShuntCompensator
_4c0c6320-cf0e-4ee2-a7b2-1aa6a97e7500,CP-05,07   MXI 5520  10.0 MVAR,true,C5,1415697,_277b4487-7a17-49be-a289-dc3418c5c1ad,ShuntCompensator
_8cd4b376-cb97-478f-a15b-365a50a8c7dc,CP-01,04HMOASE CP-1 B1       I,true,C1,1417648,_e941f6b4-27e3-4157-9486-9d1ccdc3f25c,ShuntCompensator
_7d5a46ab-ce43-4c46-ba43-3691ede25af2,CP-01,07   NZI 4510   5.0 MVAR,true,C1,1418004,_34397444-8ae2-4d9b-b4e5-5925e1220fc0,ShuntCompensator
_324c031d-9a88-4013-b232-22b2d703b132,CP-02,07   NZI 4520   5.0 MVAR,true,C2,1418006,_34397444-8ae2-4d9b-b4e5-5925e1220fc0,ShuntCompensator
_b7185de4-d7b3-46be-af64-1c52cc67e9c4,CP-01,04HMOAGI CP-1 B1       I,true,C1,1419474,_3c7f7aad-8804-4dc3-ada4-e183903d0d68,ShuntCompensator
_605f7f6d-830d-4797-b117-09666edd2a09,CP-01,07   OZA 4510   5.0 MVAR,true,C1,1419849,_09d43f63-b85c-4a07-8c09-0d86ce92671b,ShuntCompensator
_15169204-f37d-4106-8faf-a7d6e53f19c1,CP-02,07   OZA 4520   5.0 MVAR,true,C2,1419851,_09d43f63-b85c-4a07-8c09-0d86ce92671b,ShuntCompensator
_39c7f36d-9a50-4ea7-9ac6-4ef23acda8b9,CP-03,07   OZA 4530   2.4 MVAR,true,C3,1419853,_09d43f63-b85c-4a07-8c09-0d86ce92671b,ShuntCompensator
_79d88187-4b20-414e-b907-fc0e23ac3104,CP-04,07   OZA 4540   2.4 MVAR,true,C4,1419855,_09d43f63-b85c-4a07-8c09-0d86ce92671b,ShuntCompensator
_3f800257-04f1-4f96-99c3-8d9660faa050,CP-01,04CULTEA CP-1 B1,true,C1,1422519,_ea7f3234-6b84-4bbc-b3b6-4702aecd24f9,ShuntCompensator
_a584c19e-7292-41c4-bef7-b0c3552ded09,CP-01,07   PID 4510   2.4 MVAR,true,C1,1423363,_5a340beb-13f1-4b5a-be4e-9f8b0fe8bb89,ShuntCompensator
_480f7550-a3f1-4610-96b5-0d4c26031177,CP-01,04CULSRA CP-1 B1       I,true,C1,1424648,_324309e9-dd1a-4265-8633-c6a2d6df6d90,ShuntCompensator
_c6dd66dd-9280-4a92-8733-c2a833cf9bad,CP-01,07   PKD 4510 B1    2.4I,true,C1,1426667,_84bdaa59-80c7-4e60-b726-c6c157b9a67d,ShuntCompensator
_69ac5e94-f28c-4cbb-8e78-fcf4e0c10e15,CP-02,07   PKD 4520 B2    2.4I,true,C2,1426669,_84bdaa59-80c7-4e60-b726-c6c157b9a67d,ShuntCompensator
_7e4d5118-5b1b-42f6-bafe-0e977b10b119,CP-01,07   RIN 4510   5.0 MVAR,true,C1,1428752,_6f238128-fa08-45b6-8e80-8db30f0d73e4,ShuntCompensator
_85081b5b-1f09-4b01-a591-deaeba437a26,CP-02,07   RIN 4520   5.0 MVAR,true,C2,1428754,_6f238128-fa08-45b6-8e80-8db30f0d73e4,ShuntCompensator
_28557f5d-d34f-493c-9d95-7a2c05d6026d,CP-01,07   RUM 65010 16.2 MVAR,true,C1,1432348,_c832582c-d7b3-47d6-aba7-cdfdad511713,ShuntCompensator
_c714f6df-7f50-4061-a0da-2b9b1dfe9527,CP-01,04CULHVF CP-1 B1       I,true,C1,1433611,_83774065-a444-4be2-a513-638a66404629,ShuntCompensator
_91b52f28-9ebd-492c-80bb-559d3d7e5d13,CP-02,07   RZD 5520      10.0I,true,C2,1433837,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,ShuntCompensator
_fbc04c47-a70d-4bfb-b73f-59fb2a55fb13,CP-03,07   RZD 5530      10.0I,true,C3,1433839,_f7e31cf5-d4c3-4ea1-90f8-5fd0367763ef,ShuntCompensator
_0724c539-54c6-4291-8d07-2f1f97066eb7,CP-01,07   RZD 85040 31.5 MVAR,true,C1,1433950,_4fdb3260-0db8-41b5-8611-06d9c10477da,ShuntCompensator
_42f3c801-ce3b-49a1-80b5-bd44e7da0b2a,CP-01,04CULGSV CP-1 B1       I,true,C1,1434992,_325bddfd-91bb-4de1-9ad8-2baf51717139,ShuntCompensator
_7166a31a-87d8-4de8-9102-424a63966404,CP-01,07   SIS 4510   2.4 MVAR,true,C1,1436774,_8fe134dc-6388-4ab6-908d-8475105ddf08,ShuntCompensator
_732ac4d0-f184-4e51-ac58-74de393a99bc,CP-01,07   SRY 4510   2.4 MVAR,true,C1,1438827,_6efc0386-38b3-40b1-a9d2-1fbc9bdb5951,ShuntCompensator
_754f0879-34cd-44a0-8e7b-557aeca1bacb,CP-01,07   STB 4510   2.4 MVAR,true,C1,1439840,_c244d201-52f8-4522-abe3-eeff58fd0669,ShuntCompensator
_0cea9fc6-d7c1-46d0-9b52-25091f4d9e13,CP-02,07   STB 4520   1.2 MVAR,true,C2,1439842,_c244d201-52f8-4522-abe3-eeff58fd0669,ShuntCompensator
_a0924b20-1613-40b5-9d87-cb771feeb31f,CP-03,07   STB 4530   2.4 MVAR,true,C3,1439844,_c244d201-52f8-4522-abe3-eeff58fd0669,ShuntCompensator
_cf01a0e9-bc31-4c70-a26f-95b3111f3c75,CP-01,07   TEK 4510   2.4 MVAR,true,C1,1442031,_803fcb21-98ef-4261-99ca-e8d1c5a92853,ShuntCompensator
_5702b6b1-3175-46fd-8ee7-d7f28d2cbc39,CP-03,07   TEK 4530   2.4 MVAR,true,C3,1442033,_803fcb21-98ef-4261-99ca-e8d1c5a92853,ShuntCompensator
_60a97590-3980-4d73-8fa8-c4502be21b31,CP-04,07   TEK 4540   1.2 MVAR,true,C4,1442035,_803fcb21-98ef-4261-99ca-e8d1c5a92853,ShuntCompensator
_69089c39-c4e8-42a4-8631-61e0ac2eec0d,CP-05,07   TEK 5510   2.4 MVAR,true,C5,1442207,_f3f166fb-6f96-4842-b5c9-45eb92799ba3,ShuntCompensator
_a2d38239-4ce5-4c7b-9e87-139c375af9b3,CP-02,07   TEK 5520   2.4 MVAR,true,C2,1442209,_f3f166fb-6f96-4842-b5c9-45eb92799ba3,ShuntCompensator
_a804edbf-07d6-475d-9d87-4688469103dd,CP-06,07   TEK 5530   5.0 MVAR,true,C6,1442211,_f3f166fb-6f96-4842-b5c9-45eb92799ba3,ShuntCompensator
_7bfcc8e2-15df-49b5-a3ec-76a558b8205d,CP-01,04CULCUC CP-1 B1       I,true,C1,1445027,_f2d47807-9de7-4317-b607-49acac2deb19,ShuntCompensator
_4da34535-4d87-4252-9ce5-76ab38a8b8fb,RE-03,04   STA RE-3 B1    22.I,true,R3,1449164,_be4d252d-6b7f-488d-ab8f-0b553dc2e025,ShuntCompensator
_3a8be7f2-6187-4c12-a448-9afc282a698e,RE-01,04   STA RE-1 AT-01 18.I,true,R1,1449176,_ce93cb28-3b7c-47b9-b730-e531ab130b80,ShuntCompensator
_8d59dc57-f6a6-4ed0-8f06-dac0b90f4d9b,RE-01,04   SSA RE-1 AT-01 18.I,true,R1,1449925,_080c2393-a320-4b91-b70a-a356f6406520,ShuntCompensator
_c507ccbe-fdb6-4bf9-b30e-6200d8c09da1,RE-02,04   SSA RE-2 AT-02 18.I,true,R2,1449927,_080c2393-a320-4b91-b70a-a356f6406520,ShuntCompensator
_43549525-f52b-44ac-ae13-976878a558f1,CP-01,04   SCP CP-1 B1       I,true,C1,1451025,_0231c11e-7e1a-4d56-a101-be30e7bd63f7,ShuntCompensator
_86ff0fa9-90ad-46c7-adca-f1c0564c1336,CP-01,04   SCN CP-1 B1       I,true,C1,1451583,_2958f12d-7ca4-402d-8914-9f0a879de1e8,ShuntCompensator
_f6f5fd6c-10fc-4310-846c-665400d4b4c4,RE-02,04   PNO RE-2 B1    18.I,true,R2,1452932,_ef608c19-b123-412e-9320-fc86268fe03a,ShuntCompensator
_9a869466-c620-4e49-896b-20970a857d23,RE-03,04   PNO RE-3 B1    18.I,true,R3,1452934,_ef608c19-b123-412e-9320-fc86268fe03a,ShuntCompensator
_c0bee3ad-cdea-493e-b132-5be64b1bc200,RE-01,04   PNO RE-1 AT-01 18.I,true,R1,1452953,_69f35fb3-b2a2-4c86-9aff-0ba7cf6c7ab3,ShuntCompensator
_44818fdf-f5b5-495e-8fc7-bbd56d8d3c54,RE-10,04   PLD RE-10 B1   35.I,true,R1,1453538,_7fe25f57-fe17-40e1-bd81-a560e0e37ac0,ShuntCompensator
_3dff67da-3f8b-4dd8-b018-6e96a948ddb1,RE-01,04   NRI RE-1 93930 21.I,true,R1,1456836,_2b9a2232-be86-4f5d-95bd-9546d59bdcc2,ShuntCompensator
_24e96065-5973-4eaf-b829-30b242f149ba,RE-02,04   NRI RE-2 93940 21.I,true,R2,1456838,_2b9a2232-be86-4f5d-95bd-9546d59bdcc2,ShuntCompensator
_1cf5b378-875a-48b3-826b-b5e6699a2264,CP-01,04   NGA CP-1 B1       I,true,C1,1457442,_f866401d-f126-4050-a0bc-319c2d59cc5a,ShuntCompensator
_2a3a48b3-8854-4e86-a1f7-32571bebe7ee,RE-01,04   NGA RE-1 AT-01 30.I,true,R1,1457564,_8afe84fe-693e-4ab8-9d55-e743fbbbd08f,ShuntCompensator
_c840119d-f8b6-41aa-a7ce-68e345779b15,CP-01,04   MZD CP-1 B1       I,true,C1,1458035,_c454cd10-fbe5-4c58-98e9-7c7cc4787212,ShuntCompensator
_346e473a-0738-4713-bd87-7228a79aea92,RE-03,04   MZD RE-3 A4600 75.I,true,R3,1458469,_655b9f91-3048-47cc-88c0-2930462344e8,ShuntCompensator
_9868fa0a-e080-4588-a57b-037a22a3d0a3,RE-04,04   MZD RE-4 A4J00 75.I,true,R4,1458471,_655b9f91-3048-47cc-88c0-2930462344e8,ShuntCompensator
_761b71f1-c47c-4718-8bdd-20a0f036ce17,RE-01,04   MZD RE-1 AT-04 30.I,true,R1,1458530,_c73a1192-b5f5-4661-b64c-fc9c77fef8a6,ShuntCompensator
_c1875f17-1d85-4025-872d-1580cf296671,RE-01,04   LOU RE-1 93790 21.I,true,R1,1460371,_ca882b86-2584-49d4-a913-8a88a1584d8d,ShuntCompensator
_45cfaccc-aeae-41c2-b6b9-e82f342324e2,RE-01,04   LMI RE-1 AT-01 23.I,true,R1,1460922,_0b732da0-10af-4815-be86-4c47bf9a31cf,ShuntCompensator
_46d1480c-f8cc-46a7-b139-0930d2c4f2ee,RE-01,04   LMD RE-1 AT-01 25.I,true,R1,1461483,_989e15c7-72c1-408e-a923-d1b2f4a21fc4,ShuntCompensator
_a9fbbe37-8fd8-4474-8d52-1f2f64fd1236,CP-01,04   HLT CP-1 B1       I,true,C1,1468777,_da37869c-ee6c-48ed-a213-87609be668ce,ShuntCompensator
_fca94042-a744-4cd9-a7b8-4d9e18983975,RE-01,04   HLT RE-1 AT-01 18.I,true,R1,1468978,_4260f064-7203-4b09-8598-02f58687655a,ShuntCompensator
_9e04ca4d-3105-471f-8220-8035c0508feb,RE-01,04   HLI RE-1 93D70 21.I,true,R1,1471156,_00a5c9a3-05cb-44a9-a4ff-1a6be3002611,ShuntCompensator
_126e4dd9-6f60-4695-968f-8a3367a31291,RE-02,04   HLI RE-1 93D90 21.I,true,R2,1471158,_00a5c9a3-05cb-44a9-a4ff-1a6be3002611,ShuntCompensator
_967bf620-0fb2-4a9a-a3f3-28fe608edd12,RE-03,04   HLI RE-1 AT-02 15.I,true,R3,1471194,_584b98a8-6b6c-4bb6-971f-9e9e0995d6de,ShuntCompensator
_5101f3fd-959b-4110-aae4-0db759279381,CP-01,04   HLC CP-1 B1       I,true,C1,1472096,_263bb711-7671-44fa-a74c-595dc00beda8,ShuntCompensator
_f0912d4d-9a17-4ca5-8726-1280ceeb1981,CP-01,04   HGA CP-1 B1       I,true,C1,1473726,_5eab051d-2492-4148-8d77-9ffa74d81bac,ShuntCompensator
_77a58ec6-2348-4d81-973e-6c822698ab9d,RE-01,04   HGA RE-01 94010 21,true,R1,1473963,_0a64682d-f595-4d4f-ad4a-601a3545c861,ShuntCompensator
_577e9c8c-9591-438a-9164-a370dfe1fc5c,RE-03,04   HGA RE-3 A4N20 75.I,true,R3,1474117,_c97d6a2d-f0e5-463c-8a10-3c2255ee0649,ShuntCompensator
_3eeff055-d980-40bf-8f3b-dc9e71eb244a,RE-04,04   HGA RE-4 A4100 75.I,true,R4,1474119,_c97d6a2d-f0e5-463c-8a10-3c2255ee0649,ShuntCompensator
_cb252686-3d71-4fdc-89da-9d0aac66a9f9,CE-01,04   HGA CEV B1        I,true,E1,1474132,_48b83084-2487-4fef-922a-718875fc72b2,ShuntCompensator
_7a8ba64e-fab3-486a-8ac3-905696525d38,CP-01,04   HBL CP-1 B1       I,true,C1,1499648,_266c3b52-df2a-4c19-a951-552b1a3b61a6,ShuntCompensator
_a2e7ff40-f7e6-4295-a1b9-018eb3d6cb77,RE-01,04   HBL RE-1 AT-01 23.I,true,R1,1499806,_e46adb0e-2909-4d07-83b3-69e9288df866,ShuntCompensator
_8f731940-c485-4d55-9b05-fd1c930e7f9f,RE-01,04   GMD RE-1 AT-01 18.I,true,R1,1500951,_3926c018-62b7-454e-8b9c-950b58eec928,ShuntCompensator
_045f4258-3e32-47d9-9708-16c83a3bdb74,RE-02,04   GMD RE-2 AT-02 30.I,true,R2,1500953,_3926c018-62b7-454e-8b9c-950b58eec928,ShuntCompensator
_c35de222-bbdc-42ce-a71c-e25a4f60a14f,CP-01,04   EMY CP-1 B1       I,true,C1,1502068,_c875a58f-6201-4ace-b187-f93f824310d6,ShuntCompensator
_6ad7b757-788a-488f-b81a-ec2f7e817650,CP-01,04   CUT CP-1 B1       I,true,C1,1504436,_b4817960-8d4f-47c6-aa8e-891667db4954,ShuntCompensator
_5992f6f3-f39e-45c2-b715-b76a167fa366,CE-01,04   CUT CEV B1        I,true,E1,1504672,_8633e4af-2694-45b8-9998-70539360fece,ShuntCompensator
_c9ff2f6f-7b47-4612-b35e-98d4e98ec7d6,RE-01,04   CUT RE-1 AT-01 18.I,true,R1,1504674,_8633e4af-2694-45b8-9998-70539360fece,ShuntCompensator
_b905a45a-0208-4d21-ad4c-3e5f237d77a9,RE-02,04   CUT RE-2 AT-02 30.I,true,R2,1504676,_8633e4af-2694-45b8-9998-70539360fece,ShuntCompensator
_2c340d94-83b8-4642-9b55-12792d8160aa,CP-01,04   COT CP-1 B1       I,true,C1,1505712,_42895caa-428f-4880-9af7-0bf73806a6cd,ShuntCompensator
_3def0179-35fd-42a0-858b-7c4e9e09a13a,RE-01,04   COT RE-1 AT-01 18.I,true,R1,1505898,_7cdcb6fc-1a93-4121-8c35-0239728df259,ShuntCompensator
_94caea54-5eef-48e9-a384-e0647b31ccb3,RE-02,04   COT RE-2 AT-04 18.I,true,R2,1505900,_7cdcb6fc-1a93-4121-8c35-0239728df259,ShuntCompensator
_5093f972-30db-4b8f-a25d-ea5d0597d334,CP-01,04   COC CP-1 B1       I,true,C1,1506701,_a41efdc6-dc8e-4848-a23b-ffe40c6ce144,ShuntCompensator
_8f999b1d-0bb4-4b16-abaf-84a345690914,RE-01,04   COC RE-1 AT-01 18.I,true,R1,1506908,_6c7e1be0-c805-49ac-8db3-00b987329f1e,ShuntCompensator
_8bcf0bbb-ee09-484a-b598-abdd87883150,RE-01,04   CHO RE-1 A4N30 75.I,true,R1,1508076,_fc887667-25bf-4265-b21b-85ec7dc8cbad,ShuntCompensator
_d6713a2f-92af-43a2-a00f-75aa99913a5d,RE-02,04   CHO RE-2 A4N40 75.I,true,R2,1508078,_fc887667-25bf-4265-b21b-85ec7dc8cbad,ShuntCompensator
_cb2489cd-2590-4dd0-bca8-8c7d270c6327,RE-01,04   BAC RE-1 A4N00 75.I,true,R1,1509352,_2ab98bd5-afcd-4d35-9c33-7b6985c49742,ShuntCompensator
_8fa60f30-aeb3-4f56-8795-0694fcdd47b2,RE-02,04   BAC RE-2 A4O30 75.I,true,R2,1509354,_2ab98bd5-afcd-4d35-9c33-7b6985c49742,ShuntCompensator
_30c2d3d7-1713-4aed-bf5d-f038fa8dd052,CP-01,05   AND CP-1 B1    030I,true,C1,1536650,_f0cb0094-707d-4d1c-9954-751974caa215,ShuntCompensator
_eaa93289-81be-41f3-a959-ab99d9eaf83f,CP-01,05   AOD CP-1 B1    025I,true,C1,1537027,_52f5b6ac-9942-47b6-8be4-0d8400fee329,ShuntCompensator
_871b19af-d2f7-4605-a0bc-7468690d8eae,RE-01,05   AOD RE-1 AT-99 021I,true,R1,1537113,_077bca64-f263-43fd-adac-f27e5bbb9192,ShuntCompensator
_eeedecfd-5694-433d-aea5-491276788886,RE-01,05   AVL RE-1 AT-99 015I,true,R1,1537557,_3fad9393-dcd1-4718-a273-fd53f17402ca,ShuntCompensator
_f35ef192-751e-49f0-89d2-c9890bf68365,RE-02,05   AVL RE-2 AT-98 021I,true,R2,1537559,_3fad9393-dcd1-4718-a273-fd53f17402ca,ShuntCompensator
_ebf31636-4ef6-4749-8bc1-b7a23158c11b,RE-01,05   CAP RE-1 AT-99 018I,true,R1,1537785,_92de375c-c0eb-4089-9162-8e6865255078,ShuntCompensator
_4fc191ed-1402-4f20-92bc-31c2a9d0f035,CP-01,05   CGD CP-1 B1    045I,true,C1,1537974,_497c4cea-77a8-443b-85df-3bd4ef20ef8d,ShuntCompensator
_626fbe3c-6357-4d74-a20c-925c99e8f22b,RE-02,05   CGD RE-2 B1    030I,true,R2,1538195,_1becd362-03f5-4cbb-848a-918d65ba9d4c,ShuntCompensator
_71c2b806-209f-4ad7-b3e8-cc31ac194207,CP-02,05   CGD CP-1 B1    050C,true,C2,1538205,_e7536f87-705c-4114-8bc0-f118ebc3a030,ShuntCompensator
_3a129a7c-c7bd-40d5-accd-9dc9dafce552,RE-01,05   CGD RE-1 AT-99 021I,true,R1,1538224,_8d5b4ce9-0ff5-4002-adae-cf5bf602bdaa,ShuntCompensator
_db5c4cbd-9753-4a30-8e36-62d61b156195,CP-01,05   CHD CP-1 B1    030I,true,C1,1538560,_e0eab35b-98a7-4bf1-8df6-dc4a119b5017,ShuntCompensator
_82ff8570-9fe1-42ea-8755-2bd2353f826f,RE-01,05   CHD RE-1 AT-99 021I,true,R1,1538760,_abeaf882-5d83-4ab3-a139-7acfc4f55bc0,ShuntCompensator
_3fd9f83f-672f-4563-a81b-c5d49b297d5d,RE-02,05   CHD RE-2 AT-97 018I,true,R2,1538762,_abeaf882-5d83-4ab3-a139-7acfc4f55bc0,ShuntCompensator
_9fe4c2d6-daf8-4794-8574-f413e93fe897,RE-01,05   CPO RE-1 AT-99 018I,true,R1,1539481,_5fbee187-d693-415f-8610-d0959f6f6c6f,ShuntCompensator
