"SynchronousMachine:
ID","SynchronousMachine:
VoltRegStatus","SynchronousMachine:
Description","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","SynchronousMachine:
RegulatingCondEqRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_ca7571a5-bd20-4204-a634-5277063f3e4c,Fixed Voltage Regulation,03SGF-U5,1221433,UN-05,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,_ff583d97-5eaa-40d8-9954-1ae0314e3655,1221434,T1,_ca7571a5-bd20-4204-a634-5277063f3e4c,Terminal
_20316b4e-d975-4840-86db-ea1777c4961d,Fixed Voltage Regulation,03SGF-U6,1221435,UN-06,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,_51daf44f-d599-4bc2-827a-ce262631b1e2,1221436,T1,_20316b4e-d975-4840-86db-ea1777c4961d,Terminal
_ff876381-b5e6-4a1f-8e60-55d7352eb61c,Fixed Voltage Regulation,03SGF-U7,1221437,UN-07,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,_c479f1c6-a572-4f7d-9c31-7d3d20cac0cc,1221438,T1,_ff876381-b5e6-4a1f-8e60-55d7352eb61c,Terminal
_e57151a3-ecac-41b4-b8a5-4e7e99d8ef87,Fixed Voltage Regulation,03SGF-U8,1221439,UN-08,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,_fa4e2fd2-420c-4c0c-bb86-c7c2d4b89a75,1221440,T1,_e57151a3-ecac-41b4-b8a5-4e7e99d8ef87,Terminal
_3b759b3e-7f94-4855-ba25-3bfc0833ff66,Fixed Voltage Regulation,03SGF-U9,1221441,UN-09,_8cee391f-d722-43a2-9d00-43f1864686cc,SynchronousMachine,_ab26b1e6-8250-4212-b4b8-93a9b93b1b71,1221442,T1,_3b759b3e-7f94-4855-ba25-3bfc0833ff66,Terminal
_ac4263d5-f917-4d91-ac6f-99e883c4666b,Fixed Voltage Regulation,03SLM-U3,1222596,UN-03,_17e13a3b-f9ad-4c9d-869f-2e0ecdb831e7,SynchronousMachine,_52c33237-4ba1-48c0-8b28-01a6245e08eb,1222597,T1,_ac4263d5-f917-4d91-ac6f-99e883c4666b,Terminal
_e4cd2e38-be56-4649-81c7-5d6907d39cf5,Fixed Voltage Regulation,03SLM-U4,1222598,UN-04,_17e13a3b-f9ad-4c9d-869f-2e0ecdb831e7,SynchronousMachine,_f115ab1e-655d-44be-907c-64968da88608,1222599,T1,_e4cd2e38-be56-4649-81c7-5d6907d39cf5,Terminal
_9ba1c837-4967-4287-aa4d-add96275d0cb,Fixed Voltage Regulation,03SOO-PTA,1225633,UNPTA,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,,,,,
_a4f36c4a-5c48-4609-a819-a47b59b81160,Fixed Voltage Regulation,03SOO-U1,1225635,UN-01,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,_819a56e7-5f10-4614-992d-07a4862fa1d9,1225636,T1,_a4f36c4a-5c48-4609-a819-a47b59b81160,Terminal
_4b1f7f98-11b6-40a3-939b-2701eb1986e2,Fixed Voltage Regulation,03SOO-U2,1225637,UN-02,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,_a61aa87e-ea56-464b-b11f-c0797895ae4c,1225638,T1,_4b1f7f98-11b6-40a3-939b-2701eb1986e2,Terminal
_292c7e04-485a-449b-83da-6db811dd7923,Fixed Voltage Regulation,03SOO-U3,1225639,UN-03,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,_9a992a38-4152-40d4-9b53-48147402028a,1225640,T1,_292c7e04-485a-449b-83da-6db811dd7923,Terminal
_3a10282f-ca3e-49bf-91f7-56db01dac5c5,Fixed Voltage Regulation,03SOO-U4,1225641,UN-04,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,_e08f24c9-ebe8-447b-a68d-f6fe7378fb71,1225642,T1,_3a10282f-ca3e-49bf-91f7-56db01dac5c5,Terminal
_5cc2cb16-d419-44d0-b965-08d2daaf57f3,Fixed Voltage Regulation,03SOO-U5,1225643,UN-05,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,_1c277600-c0ff-4d44-8589-e0e7b3aa9790,1225644,T1,_5cc2cb16-d419-44d0-b965-08d2daaf57f3,Terminal
_5609a23f-eda3-4fce-b257-839aafd0226b,Fixed Voltage Regulation,03SOO-U6,1225645,UN-06,_a19be484-ddbc-4c4e-b774-18da563bcb95,SynchronousMachine,_db2eefb2-84ac-4bcb-b3b5-1d28396a4765,1225646,T1,_5609a23f-eda3-4fce-b257-839aafd0226b,Terminal
_0502e14b-db6f-455f-8057-e733f614a805,Fixed Voltage Regulation,03SOU-PTA,1225851,UNPTA,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,,,,,
_99a37564-cc31-4a62-a218-95d2eaf18459,Fixed Voltage Regulation,03SOU-U1,1225853,UN-01,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,_149d90c3-a707-4049-97b0-d8b95f2852c2,1225854,T1,_99a37564-cc31-4a62-a218-95d2eaf18459,Terminal
_f77644c7-f4ac-4a32-bb51-674bd3354a7f,Fixed Voltage Regulation,03SOU-U2,1225855,UN-02,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,_405f7f11-22f9-458c-a706-0c8e27f78a08,1225856,T1,_f77644c7-f4ac-4a32-bb51-674bd3354a7f,Terminal
_4c394541-bef1-4dd0-9f31-4509e594584a,Fixed Voltage Regulation,03SOU-U3,1225857,UN-03,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,_17970806-38f8-4a32-ba2c-3f1851b79572,1225858,T1,_4c394541-bef1-4dd0-9f31-4509e594584a,Terminal
_ef135fcb-38a3-497b-923f-f57ffc5c7ae7,Fixed Voltage Regulation,03SOU-U4,1225859,UN-04,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,_b9ddc958-9183-4c24-b29d-70382d63eab2,1225860,T1,_ef135fcb-38a3-497b-923f-f57ffc5c7ae7,Terminal
_311a009c-a218-4330-9973-be5965535eda,Fixed Voltage Regulation,03SOU-U5,1225861,UN-05,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,_71f3b617-d5cd-4132-aa25-3b0b03a8b473,1225862,T1,_311a009c-a218-4330-9973-be5965535eda,Terminal
_48054cc9-aca5-44b0-b2e1-8739b2dd999b,Fixed Voltage Regulation,03SOU-U6,1225863,UN-06,_a6a12fb0-f244-4238-b90c-69bb7112ac6e,SynchronousMachine,_bfbd104c-b6c8-465c-b471-c2ad8e723bf5,1225864,T1,_48054cc9-aca5-44b0-b2e1-8739b2dd999b,Terminal
_2f2bca6e-5fed-42c9-8edb-ffb3c46d6fb3,Fixed Voltage Regulation,03SRA-U1,1226375,UN-01,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,_bfdc50f0-0eb8-44c4-9c4c-511f81849b83,1226376,T1,_2f2bca6e-5fed-42c9-8edb-ffb3c46d6fb3,Terminal
_54d71c3b-ae5b-470f-a84a-92694116bbd2,Fixed Voltage Regulation,03SRA-U2,1226377,UN-02,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,_95765c7b-33f4-415b-9510-79b9e00574d6,1226378,T1,_54d71c3b-ae5b-470f-a84a-92694116bbd2,Terminal
_49a573d7-d779-4505-a2b1-97fd13523af0,Fixed Voltage Regulation,03SRA-U3,1226379,UN-03,_76a110a2-f301-467c-88c0-8eb1db5f706c,SynchronousMachine,_4e4402a2-abd6-42c3-9f8d-f9c0e6e057cc,1226380,T1,_49a573d7-d779-4505-a2b1-97fd13523af0,Terminal
_a947c628-bf95-4f55-a5b5-df085b3f2bf0,Fixed Voltage Regulation,03SRO-U1,1226604,UN-01,_71e42595-7cfb-4083-bd3f-0f6bc10cf05e,SynchronousMachine,_724f414d-0021-4a78-b5da-0b4252c59d67,1226605,T1,_a947c628-bf95-4f55-a5b5-df085b3f2bf0,Terminal
_da40206e-a6c4-405f-a82b-7075b0adf4da,Fixed Voltage Regulation,03SRO-U2,1226606,UN-02,_71e42595-7cfb-4083-bd3f-0f6bc10cf05e,SynchronousMachine,_f2bd7310-0bd9-41f2-bd08-e344b6948540,1226607,T1,_da40206e-a6c4-405f-a82b-7075b0adf4da,Terminal
_d231680a-7126-4863-85cb-7c1f655e844f,Fixed Voltage Regulation,03SSS-PTA,1226811,UNPTA,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,,,,,
_deaa9135-a353-43b2-9fef-070b3575f7ea,Fixed Voltage Regulation,03SSS-U1,1226813,UN-01,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,_13ee4eb9-11fd-4355-aa47-ae2eb2582f72,1226814,T1,_deaa9135-a353-43b2-9fef-070b3575f7ea,Terminal
_7a21104f-d12b-480c-b1e8-e32fa5cc7eb3,Fixed Voltage Regulation,03SSS-U2,1226815,UN-02,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,_0f5cc649-35d8-4938-a340-3d02a84e68ec,1226816,T1,_7a21104f-d12b-480c-b1e8-e32fa5cc7eb3,Terminal
_50a44562-1ffb-485a-b9d8-5cd6492d2920,Fixed Voltage Regulation,03SSS-U3,1226817,UN-03,_4068a36f-a338-472e-87e5-57169cb96b3c,SynchronousMachine,_7a650f98-3ba5-4499-95d0-523387a051dd,1226818,T1,_50a44562-1ffb-485a-b9d8-5cd6492d2920,Terminal
_0ff2b6e5-2827-4751-9cc7-e9689ba53d3d,Fixed Voltage Regulation,03TRL-U1,1229284,UN-01,_5e212a7b-0913-4157-9c29-64f5cef02350,SynchronousMachine,_10165079-f4e2-4909-84f3-5f55c052550d,1229285,T1,_0ff2b6e5-2827-4751-9cc7-e9689ba53d3d,Terminal
_47874d2f-c4fd-44b9-b496-9f8b9653b907,Fixed Voltage Regulation,03TRL-U2,1229286,UN-02,_5e212a7b-0913-4157-9c29-64f5cef02350,SynchronousMachine,_07fbb951-6caa-462a-9a11-2957797d589d,1229287,T1,_47874d2f-c4fd-44b9-b496-9f8b9653b907,Terminal
_785a7c49-b972-4c9c-b089-6d50d4c6bddf,Fixed Voltage Regulation,03TRZ-PTA,1229406,UNPTA,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,,,,,
_3ecd6e26-36cc-4cf9-ae50-e1686c2efd13,Fixed Voltage Regulation,03TRZ-U1,1229408,UN-01,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,_03f22d72-062d-4997-ab50-4e4770fdda63,1229409,T1,_3ecd6e26-36cc-4cf9-ae50-e1686c2efd13,Terminal
_a9f9a2dd-af24-4117-adb5-717b736db0c1,Fixed Voltage Regulation,03TRZ-U2,1229410,UN-02,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,_11fd1cf1-6587-4fad-aa22-66a64dc3b927,1229411,T1,_a9f9a2dd-af24-4117-adb5-717b736db0c1,Terminal
_4a490d57-4b08-4234-906f-51e57d50de84,Fixed Voltage Regulation,03TRZ-U3,1229412,UN-03,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,_99e248a8-8eea-438c-98ab-72c1828f191c,1229413,T1,_4a490d57-4b08-4234-906f-51e57d50de84,Terminal
_a3358953-eae1-427d-9d9a-e4dbfc9773db,Fixed Voltage Regulation,03TRZ-U4,1229414,UN-04,_599c5720-4178-44cc-9550-20f9797afc58,SynchronousMachine,_738dfdbe-2984-4076-8698-4a0aee62b0a4,1229415,T1,_a3358953-eae1-427d-9d9a-e4dbfc9773db,Terminal
_27df4787-16bb-41c4-a3d0-2ab7571301cf,Fixed Voltage Regulation,03TUE-PTA,1230602,UNPTA,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,,,,,
_5ca6a8a9-2446-4019-ba1f-b2f76b608c75,Fixed Voltage Regulation,03TUE-U1,1230604,UN-01,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_76832eb9-eb41-4f76-8b3f-1e454960912e,1230605,T1,_5ca6a8a9-2446-4019-ba1f-b2f76b608c75,Terminal
_a717d321-1770-456e-b47e-5cfc9254c6aa,Fixed Voltage Regulation,03TUE-U2,1230606,UN-02,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_1505e677-be5f-4c57-a593-ec29b328d34d,1230607,T1,_a717d321-1770-456e-b47e-5cfc9254c6aa,Terminal
_7626a8fd-4632-4a5b-99b5-331a23f19fae,Fixed Voltage Regulation,03TUE-U3,1230608,UN-03,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_a7605683-73a3-49ca-81ab-605d63cd1399,1230609,T1,_7626a8fd-4632-4a5b-99b5-331a23f19fae,Terminal
_3c180e6c-2460-41fc-bb73-c69c4da5e931,Fixed Voltage Regulation,03TUE-U4,1230610,UN-04,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_24b808ad-54e9-4dae-b0f6-8451953bf7b9,1230611,T1,_3c180e6c-2460-41fc-bb73-c69c4da5e931,Terminal
_f19bd1f2-22d0-4695-badf-e17541ae8b3d,Fixed Voltage Regulation,03TUE-U5,1230612,UN-05,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_0bce42de-aea4-4911-90d9-567ccde6eeaa,1230613,T1,_f19bd1f2-22d0-4695-badf-e17541ae8b3d,Terminal
_8522574f-1722-478b-964a-401066de8285,Fixed Voltage Regulation,03TUE-U6,1230614,UN-06,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_a5e522a8-201d-4939-bdf2-68fe43d3d046,1230615,T1,_8522574f-1722-478b-964a-401066de8285,Terminal
_e486516b-6775-4852-8501-a4684e6a3c1a,Fixed Voltage Regulation,03TUE-U7,1230616,UN-07,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_8a988f59-5351-435d-844e-9a37cea80edb,1230617,T1,_e486516b-6775-4852-8501-a4684e6a3c1a,Terminal
_31316012-1ad3-44a3-bb89-d06ff650916f,Fixed Voltage Regulation,03TUE-U8,1230618,UN-08,_58b1e44f-8662-4271-b3de-21390029e247,SynchronousMachine,_54558cd5-7716-4ca1-a7cc-16798f58efa4,1230619,T1,_31316012-1ad3-44a3-bb89-d06ff650916f,Terminal
_c2e78f92-e36f-45f0-b786-011fc3903bc5,Fixed Voltage Regulation,03TZL-PTA,1231179,UNPTA,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,,,,,
_a13b5ca6-903f-4251-b636-74c018c834f4,Fixed Voltage Regulation,03TZL-U1,1231181,UN-01,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,_f7b808e8-ccd2-4675-a2fc-6d2a54bd0656,1231182,T1,_a13b5ca6-903f-4251-b636-74c018c834f4,Terminal
_8f0871a2-f721-4a12-b6fb-3ac998934d3c,Fixed Voltage Regulation,03TZL-U2,1231183,UN-02,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,_b7cda5c4-f74f-437d-b994-14fb6b04376f,1231184,T1,_8f0871a2-f721-4a12-b6fb-3ac998934d3c,Terminal
_3cc7e1b0-e026-48f6-8fe0-919e1ff97314,Fixed Voltage Regulation,03TZL-U3,1231185,UN-03,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,_ce4fa1cc-5170-4320-9cab-47bff751ada4,1231186,T1,_3cc7e1b0-e026-48f6-8fe0-919e1ff97314,Terminal
_96e546a6-b1b7-4804-9637-8dae969f3e13,Fixed Voltage Regulation,03TZL-U4,1231187,UN-04,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,_172d9bda-0c27-4bfb-8fce-24136d2aec5d,1231188,T1,_96e546a6-b1b7-4804-9637-8dae969f3e13,Terminal
_3d4d9ec5-f172-4832-9a32-f62dfeb1e27d,Fixed Voltage Regulation,03TZL-U5,1231189,UN-05,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,_75f4d162-02c8-43e3-b535-10b4538e0a2b,1231190,T1,_3d4d9ec5-f172-4832-9a32-f62dfeb1e27d,Terminal
_31b10105-99a8-48fc-aadd-5e66332d11a1,Fixed Voltage Regulation,03TZL-U6,1231191,UN-06,_e83e85da-5141-460f-b07f-4abe876d8c4e,SynchronousMachine,_59fd3921-0fe9-40c6-a6a3-fdd000bbfbdd,1231192,T1,_31b10105-99a8-48fc-aadd-5e66332d11a1,Terminal
_645df49b-aa73-44ce-b706-72f19e230270,Fixed Voltage Regulation,03VDR-U1,1231878,UN-01,_3b39c5e0-12d7-4ff3-aad9-33d45b5a54e9,SynchronousMachine,_7299d029-a949-4ac0-b7c5-208a4f2afdde,1231879,T1,_645df49b-aa73-44ce-b706-72f19e230270,Terminal
_d2c319e2-1d1f-46ab-b25a-070af29fea01,Fixed Voltage Regulation,03VDR-U2,1231880,UN-02,_3b39c5e0-12d7-4ff3-aad9-33d45b5a54e9,SynchronousMachine,_98fc8297-a383-4ee3-9bba-9fb52e560a1d,1231881,T1,_d2c319e2-1d1f-46ab-b25a-070af29fea01,Terminal
_6aee7570-a38a-4828-adb9-ff6866dfef14,Fixed Voltage Regulation,03VIB-PTA,1232381,UNPTA,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,,,,,
_1212abde-15f8-422b-b31e-db701428ca01,Fixed Voltage Regulation,03VIB-U1,1232383,UN-01,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,_d4dd91dc-891d-48c9-9aad-1bfd429431a8,1232384,T1,_1212abde-15f8-422b-b31e-db701428ca01,Terminal
_96d0aaa1-9e53-4761-9cf2-84ad59a89e27,Fixed Voltage Regulation,03VIB-U2,1232385,UN-02,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,_60a5e749-ad36-4560-8f38-79d2abe6d3ab,1232386,T1,_96d0aaa1-9e53-4761-9cf2-84ad59a89e27,Terminal
_07d28508-727a-40fe-97cb-b953142f8fcb,Fixed Voltage Regulation,03VIB-U3,1232387,UN-03,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,_128a901c-ce3e-4dd8-93ac-001c93fcd1b3,1232388,T1,_07d28508-727a-40fe-97cb-b953142f8fcb,Terminal
_b1766cf2-8c96-4a32-864a-a4eaacb72e49,Fixed Voltage Regulation,03VIB-U4,1232389,UN-04,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,_a82fd75e-2037-4190-8335-b596a97cab70,1232390,T1,_b1766cf2-8c96-4a32-864a-a4eaacb72e49,Terminal
_8539f3a4-30af-4aa8-a961-9204dda48381,Fixed Voltage Regulation,03VIB-U5,1232391,UN-05,_c08b8243-3041-40eb-82be-4bf830aa88d6,SynchronousMachine,_578dd994-5802-4610-b390-48962389cfce,1232392,T1,_8539f3a4-30af-4aa8-a961-9204dda48381,Terminal
_9e12b718-3afc-46ce-9e68-03c83dd86db9,Fixed Voltage Regulation,03VQE-U1,1232617,UN-01,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,_e5349749-891b-40b0-a8a4-a17f331d2040,1232618,T1,_9e12b718-3afc-46ce-9e68-03c83dd86db9,Terminal
_10adb496-45cb-4eb2-ab1a-c031eaa38b09,Fixed Voltage Regulation,03VQE-U2,1232619,UN-02,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,_740bdbf6-d615-4679-b317-38810beddbde,1232620,T1,_10adb496-45cb-4eb2-ab1a-c031eaa38b09,Terminal
_45139823-d584-45ca-9c28-8feed1e3e2de,Fixed Voltage Regulation,03VQE-U3,1232621,UN-03,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,_a49a1f1e-4e7e-42e5-a48e-6ef89fd6c498,1232622,T1,_45139823-d584-45ca-9c28-8feed1e3e2de,Terminal
_89bf7dc8-aa88-47a6-abd1-a33390b25d0e,Fixed Voltage Regulation,03VQE-U4,1232623,UN-04,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,_0dae205b-8dff-4426-8f05-0271a7f2794e,1232624,T1,_89bf7dc8-aa88-47a6-abd1-a33390b25d0e,Terminal
_dd9f765f-1b21-4abd-ab0a-e75d24432d61,Fixed Voltage Regulation,03VQE-U5,1232625,UN-05,_eaba2975-f23b-4bbb-911b-89f850b0ceae,SynchronousMachine,_7f5fb504-4d38-4cd5-b13d-2f37cc96580e,1232626,T1,_dd9f765f-1b21-4abd-ab0a-e75d24432d61,Terminal
_2e8ce7aa-468e-4e1f-9ba3-9d3569cfc756,Fixed Voltage Regulation,03ZMN-U1,1233787,UN-01,_022394cf-7927-42ea-9c91-79e7e78300b7,SynchronousMachine,_87eda024-769e-4efe-b33b-c4126483da1b,1233788,T1,_2e8ce7aa-468e-4e1f-9ba3-9d3569cfc756,Terminal
_088e930c-5b4e-4d3b-bf35-59d9031ce52f,Fixed Voltage Regulation,03ZMN-U2,1233789,UN-02,_022394cf-7927-42ea-9c91-79e7e78300b7,SynchronousMachine,_1a4aac81-ff5c-485d-a479-06bc7a879a7f,1233790,T1,_088e930c-5b4e-4d3b-bf35-59d9031ce52f,Terminal
_064d4ebc-268e-45c0-9e7a-ca8eab9e8189,Fixed Voltage Regulation,03BOT-U1,1269315,UN-01,_9718d3e4-7fe1-4c76-84d2-92de885aaf15,SynchronousMachine,_342b2b89-50e1-4083-99a4-1d1fa96ca352,1269316,T1,_064d4ebc-268e-45c0-9e7a-ca8eab9e8189,Terminal
_26f921fb-6fc7-483c-927b-a33688721516,Fixed Voltage Regulation,03BOT-U2,1269317,UN-02,_9718d3e4-7fe1-4c76-84d2-92de885aaf15,SynchronousMachine,_846d4bac-e37a-4f3c-a26b-9b66a035f606,1269318,T1,_26f921fb-6fc7-483c-927b-a33688721516,Terminal
_5df4293d-df32-4923-bd01-49df56762326,Fixed Voltage Regulation,03CBN-U1,1269544,UN-01,_b43354b9-2682-4cde-b68a-b7fc57530f27,SynchronousMachine,_2f8b8e3f-f6df-4f66-b21b-1a5d06125a44,1269545,T1,_5df4293d-df32-4923-bd01-49df56762326,Terminal
_fe441f5b-9e69-4d7d-8170-88b2c4df2703,Fixed Voltage Regulation,03CBN-U2,1269546,UN-02,_b43354b9-2682-4cde-b68a-b7fc57530f27,SynchronousMachine,_7d76ef92-3e44-49f6-801c-9c0bcacd1f9a,1269547,T1,_fe441f5b-9e69-4d7d-8170-88b2c4df2703,Terminal
_6b1e9fd5-dbf8-4e4e-8a52-e0111f251c1c,Fixed Voltage Regulation,03CHL-U1,1270537,UN-01,_ed416328-e2ca-470e-84c7-1eb3d30a697a,SynchronousMachine,_8f6a7089-138f-4b94-ab4b-8c94c0a3cfe3,1270538,T1,_6b1e9fd5-dbf8-4e4e-8a52-e0111f251c1c,Terminal
_0c35f6f9-9bba-4250-b2e4-7735246ab8df,Fixed Voltage Regulation,03CHL-U2,1270539,UN-02,_ed416328-e2ca-470e-84c7-1eb3d30a697a,SynchronousMachine,_33c6c03d-dc62-449c-871a-68773f846474,1270540,T1,_0c35f6f9-9bba-4250-b2e4-7735246ab8df,Terminal
_b7dea3af-3ab1-476b-988b-6a8fe09ded15,Fixed Voltage Regulation,03CPT-U1,1272645,UN-01,_c5d354d6-46a2-44eb-a40d-ad66ac05bc59,SynchronousMachine,_ad5ae22b-8bbf-4f80-ab7e-467956e71102,1272646,T1,_b7dea3af-3ab1-476b-988b-6a8fe09ded15,Terminal
_9395e8e4-6ba7-4da6-a6b9-aa6a49558f44,Fixed Voltage Regulation,03CPT-U2,1272647,UN-02,_c5d354d6-46a2-44eb-a40d-ad66ac05bc59,SynchronousMachine,_3caf071c-fa0d-492f-ba59-ab628f5a3a2a,1272648,T1,_9395e8e4-6ba7-4da6-a6b9-aa6a49558f44,Terminal
_279d3873-a7d8-4555-b12b-acb82ae796ef,Fixed Voltage Regulation,03TJS-U1,1285922,UN-01,_0dc4aa04-1d98-4b13-a51d-d1cb62419eab,SynchronousMachine,_addf3d4f-24d8-4f03-8fb7-94d575c0bec0,1285923,T1,_279d3873-a7d8-4555-b12b-acb82ae796ef,Terminal
_5f1642b2-dfcf-48b0-8044-fb5092d6e7a3,Fixed Voltage Regulation,03ZMP-U4,1289640,UN-04,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,SynchronousMachine,_7542c40c-3b2f-47d7-9643-16bb0bae69cb,1289641,T1,_5f1642b2-dfcf-48b0-8044-fb5092d6e7a3,Terminal
_3aa93ff2-f9e5-43d4-b635-719baf872853,Fixed Voltage Regulation,03ZMP-U5,1289642,UN-05,_f6df6110-9c99-4ed2-b97e-3e11a5c54f6b,SynchronousMachine,_5fbd0c75-3154-422a-b8ee-d711c174fde7,1289643,T1,_3aa93ff2-f9e5-43d4-b635-719baf872853,Terminal
_b0f76c06-c6bd-4f61-9a56-201644d5aef9,Fixed Voltage Regulation,03CLL-U1,1324768,UN-01,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,_b2357568-ff29-4148-ad6d-a5d9952c0040,1324769,T1,_b0f76c06-c6bd-4f61-9a56-201644d5aef9,Terminal
_e045c4d4-1e43-41ea-8af5-87f912b44a2c,Fixed Voltage Regulation,03CLL-U2,1324770,UN-02,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,_3bf3177e-1358-4e0c-849f-9933573a6367,1324771,T1,_e045c4d4-1e43-41ea-8af5-87f912b44a2c,Terminal
_7e71483e-8094-442a-8df9-7426f5e1dc46,Fixed Voltage Regulation,03CLL-U3,1324772,UN-03,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,_8309d210-7c74-4588-8129-bd6ad6cf9ca0,1324773,T1,_7e71483e-8094-442a-8df9-7426f5e1dc46,Terminal
_10c1fa44-7ffa-454f-aa1c-bb54581e7369,Fixed Voltage Regulation,03CLL-U4,1324774,UN-04,_fa21c2ff-c116-427f-832f-128c9ff8edb5,SynchronousMachine,_c269cecd-ba0e-4f89-939d-a225407a72f1,1324775,T1,_10c1fa44-7ffa-454f-aa1c-bb54581e7369,Terminal
_f77b8979-ac6e-4379-981d-9990b250396b,Fixed Voltage Regulation,03BAJ-PTA,1353630,UNPTA,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,,,,,
_07ad3761-6169-4391-bc52-5af53ac28dae,Fixed Voltage Regulation,03BAJ-U1,1353632,UN-01,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,_34400a8c-94ad-4a09-a224-db23141a7f9d,1353633,T1,_07ad3761-6169-4391-bc52-5af53ac28dae,Terminal
_06a07bdc-d4f2-4cce-b9a5-345168b3570a,Fixed Voltage Regulation,03BAJ-U2,1353634,UN-02,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,_14389ec6-218f-437c-a1f0-606455df3717,1353635,T1,_06a07bdc-d4f2-4cce-b9a5-345168b3570a,Terminal
_1bae089c-ec6e-46f5-bb8b-3e76f8963d68,Fixed Voltage Regulation,03BAJ-U3,1353636,UN-03,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,_1289dc34-937a-45ff-aa4f-01b06b495c98,1353637,T1,_1bae089c-ec6e-46f5-bb8b-3e76f8963d68,Terminal
_3d21401d-87bf-4387-ab14-5d6a17b9624c,Fixed Voltage Regulation,03BAJ-U4,1353638,UN-04,_598d8afe-1b18-492e-ad3c-c5c255963d10,SynchronousMachine,_212f9e15-0582-413f-a14b-266dccb60dd9,1353639,T1,_3d21401d-87bf-4387-ab14-5d6a17b9624c,Terminal
