"TransformerWinding:
ID","TransformerWinding:
InternalId","TransformerWinding:
Name","TransformerWinding:
Parent","TransformerWinding:
ObjectType","BaseVoltage:
Path","BaseVoltage:
InternalId","BaseVoltage:
Name","TransformerWinding:
ConductingEquipmentUsesABaseVoltage:
BaseVoltage:
ID","BaseVoltage:
Parent","BaseVoltage:
ObjectType"
_8e06e7b4-939e-4815-9686-a8b3f9a17281,1273219,Baja,_cc96d6e2-38e5-4e4a-a402-e08208685582,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a06c5f0c-c751-47d1-b1a0-4760ab6ccce0,1273489,Alta,_3e8b67cb-ef0b-4e3c-8e9c-de77879d3f39,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a8023790-36c0-493c-b9d3-9bf8a8238097,1273491,Baja,_3e8b67cb-ef0b-4e3c-8e9c-de77879d3f39,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e8e44ecc-f927-4ce3-903b-9b94d74aa379,1274005,Alta,_31fa7005-366d-4f76-9261-fb11b0160ff9,TransformerWinding,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4323bb05-ddf7-41a9-9a88-0a0f587f00dd,1274007,Baja,_31fa7005-366d-4f76-9261-fb11b0160ff9,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_24e8a771-63a0-4182-bc5a-6363935950ff,1274168,Alta,_e686b6df-779f-44e7-8bb3-6b45e70f01f6,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_21695171-d401-4c30-a805-a264b79279cb,1274170,Baja,_e686b6df-779f-44e7-8bb3-6b45e70f01f6,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_60986678-437d-4fb0-8250-d3b9f2a2baf1,1274334,Alta,_6d0e689d-9a66-404b-8da1-faa71c9ca49a,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d754df31-5bab-471a-a79f-62de8d25d0f6,1274336,Baja,_6d0e689d-9a66-404b-8da1-faa71c9ca49a,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d227bb7f-fb02-4bbf-ba45-eb31e7845e95,1274536,Alta,_d35bb841-251c-4032-841f-62db94eebf22,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0313d8bb-f5fc-4bfc-8b5e-9558b5236874,1274538,Baja,_d35bb841-251c-4032-841f-62db94eebf22,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_751b41b9-4aa2-4f0f-8f6f-d238b2d087b1,1274542,Alta,_c097bbc4-a2a9-4836-840b-63ed7ebbd515,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1c75f5bc-6a35-4072-bae1-3007ff894562,1274544,Baja,_c097bbc4-a2a9-4836-840b-63ed7ebbd515,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9ac66dc1-2c85-4419-83f8-9e984eec4844,1274819,Alta,_18ff4823-7ccf-4b88-9e96-c2eddc008006,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_347e029b-4faf-48e2-96a0-455abf288527,1274821,Baja,_18ff4823-7ccf-4b88-9e96-c2eddc008006,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c7f970cf-7188-4638-9591-98a5c9fd703e,1274986,Alta,_c3b53d4f-6a18-42bd-a1e4-d6e37ce7bf1a,TransformerWinding,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d8f5fcfd-c881-46a6-ae84-ceafb82e2b4f,1274988,Baja,_c3b53d4f-6a18-42bd-a1e4-d6e37ce7bf1a,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_78592c83-08cb-4406-9d62-e8c999e3f581,1275250,Alta,_19acb2c0-80b4-45f1-bfaf-edb62f72f76e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_47d934ab-bf31-4bdd-8897-f36aebd4e95a,1275252,Baja,_19acb2c0-80b4-45f1-bfaf-edb62f72f76e,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2fb8fa6b-73ac-48e8-9a7c-ffc66bd1ac8d,1275384,Alta,_6da588a9-644e-465a-85bf-94452cc41af7,TransformerWinding,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_22927b77-9145-4cc0-9d21-1a3a3521348d,1275386,Baja,_6da588a9-644e-465a-85bf-94452cc41af7,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_471d8055-19b3-4f23-b069-ffc438f8632b,1275523,Alta,_eb7d3f4c-ba28-4c1c-83c7-ccb0c1d3addd,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cabbfdf8-e402-41c2-a7e6-363f14cea081,1275525,Baja,_eb7d3f4c-ba28-4c1c-83c7-ccb0c1d3addd,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_07d41beb-b1f0-45dc-a92c-83cd409c62a8,1275710,Alta,_e662fba4-5aba-4c0d-bf6d-9f9ba1700e75,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_57af71eb-5bbb-42b7-8256-0f59bb98b42a,1275712,Baja,_e662fba4-5aba-4c0d-bf6d-9f9ba1700e75,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d142b4a0-e528-48b0-a793-ad80fb7dedc1,1275716,Alta,_5ba26adc-f234-4cd4-82f6-b7b8e427a1cf,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_03be1659-0c38-48da-abca-8e3af585daa5,1275718,Baja,_5ba26adc-f234-4cd4-82f6-b7b8e427a1cf,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_73f111d3-e82b-44ac-b555-c33ea08e5ea2,1275999,Alta,_4abf03de-db5d-4467-a226-f166a220ca54,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cde92c27-eba8-4809-aade-5e0f7386a265,1276001,Baja,_4abf03de-db5d-4467-a226-f166a220ca54,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_900b45ae-de6e-4df4-a8ac-088574bd7fc1,1276161,Alta,_4c010960-0df8-4843-8b5b-19090154b422,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_eeb45776-0e6d-47d3-a498-4ba03df91bf4,1276163,Baja,_4c010960-0df8-4843-8b5b-19090154b422,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c651d333-be62-4857-8969-958224ae0d3a,1276298,Alta,_244e0afe-cee0-4e46-afea-c94b3a7d84af,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ab322dc9-c835-48f1-ac71-c271e0616c41,1276300,Baja,_244e0afe-cee0-4e46-afea-c94b3a7d84af,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d538cd96-06c5-43e5-8955-4bccd71788c5,1276486,Alta,_0ed9397b-f092-4ffd-a79f-bed3d0643125,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_732dfb48-452f-40ef-8913-6e199687f0e7,1276488,Baja,_0ed9397b-f092-4ffd-a79f-bed3d0643125,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f2ca9ee8-e893-439e-b584-dcbc66719beb,1276492,Alta,_fb554f55-3ac3-4490-b7b5-a81a2959fd54,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_df8b5388-f421-46f5-8bda-94b5a6502132,1276494,Baja,_fb554f55-3ac3-4490-b7b5-a81a2959fd54,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4ddf938c-ede3-4da0-9b88-0f74de6ccf86,1276768,Alta,_3a372027-132d-41b8-b7b1-850564b4f512,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_78d390d5-7160-417d-82e2-541c2d59582c,1276770,Baja,_3a372027-132d-41b8-b7b1-850564b4f512,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_01112a5d-0170-4018-8163-e56279ae8a94,1276928,Alta,_5bde86cc-1f47-400e-a3cb-3efc00aa043d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ce665f41-9449-4e33-a347-a8410f002303,1276930,Baja,_5bde86cc-1f47-400e-a3cb-3efc00aa043d,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8d001473-18d1-4006-98ec-49206a337b85,1277080,Alta,_df08858a-ce92-4247-849a-24e14305605d,TransformerWinding,Network/.Base Voltages/Base 69,590820,Base 69,_8f15c37e-24d4-4d71-9a03-9ca4b5697e70,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9e19991b-51c2-405d-b406-7a74ecb2c205,1277082,Baja,_df08858a-ce92-4247-849a-24e14305605d,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6fe3effb-887a-41f7-b85a-50608ca1b17c,1277243,Alta,_eb46cf44-56c7-47a6-be07-9b093d6f53d8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_67c3b97d-db5e-4d5b-b962-77944dbd12eb,1277245,Baja,_eb46cf44-56c7-47a6-be07-9b093d6f53d8,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bb205062-26c3-4c88-a128-80a70b30359d,1277412,Alta,_3075ff27-5225-4590-93b2-6c25858eb3f8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cd2ad419-105e-4aba-bff9-ea952ce6305b,1277414,Baja,_3075ff27-5225-4590-93b2-6c25858eb3f8,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8f5aefb5-7948-43d3-8558-04766f1f9c83,1277695,Alta,_ef5afc75-959a-448b-a59e-9117bfc1fdb7,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_69b3a7a1-03b0-4c17-b047-cf773cce1253,1277697,Baja,_ef5afc75-959a-448b-a59e-9117bfc1fdb7,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_05c80152-c37a-4432-b05a-59664749168b,1277701,Alta,_7fd863cf-cada-4186-a3c2-4fc359c6e707,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8c3669ca-ffae-4ffe-8c7e-d51566643ec5,1277703,Baja,_7fd863cf-cada-4186-a3c2-4fc359c6e707,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0d9ff872-3be2-4034-a239-0c8060694b5f,1277981,Alta,_05fbeca5-50c3-42e1-83f1-7d8aa663ed91,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b5f8f98b-a2ba-4a95-842c-999fdc7f1654,1277983,Baja,_05fbeca5-50c3-42e1-83f1-7d8aa663ed91,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5b35cc56-61d9-4f25-ae09-5d480a7bf16b,1278140,Alta,_a64d02d7-44dc-41ca-b557-a3cf4abf858d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_eecb8d61-113e-4283-b718-dd1faeff74dc,1278142,Baja,_a64d02d7-44dc-41ca-b557-a3cf4abf858d,TransformerWinding,Network/.Base Voltages/Base 23,590823,Base 23,_883282eb-80a9-49e6-8a28-910fc450e928,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_58cb0457-62de-48c3-9b87-1415933310e5,1278284,Alta,_2d01fcde-79af-492b-97c3-1b3e9ea96cb3,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_00b690f3-caa4-4101-94b4-aaecc2098a8e,1278286,Baja,_2d01fcde-79af-492b-97c3-1b3e9ea96cb3,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_554f88c4-6b75-4be2-989f-08e795195752,1278452,Alta,_728fe840-101e-44a3-85b4-769301b4a2a1,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_60a1961d-c667-4d3e-8dd9-f83793494269,1278454,Baja,_728fe840-101e-44a3-85b4-769301b4a2a1,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_abf48b04-7179-4e6a-b5bf-3cad01b49df3,1278633,Alta,_401b9bbe-5597-43f4-aab3-9c1156531ddf,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_56f71854-d4e1-440e-bc10-a49977e5a551,1278635,Baja,_401b9bbe-5597-43f4-aab3-9c1156531ddf,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b654d005-8d54-4636-bab9-ffc758bbf7e2,1278639,Alta,_5937591e-e7d8-45fe-a281-89fca18abf42,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5dc0c483-e791-4b2c-80b9-b42ddac68f25,1278641,Baja,_5937591e-e7d8-45fe-a281-89fca18abf42,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2019dade-86f3-4316-b197-1a8bb5e7164e,1278923,Alta,_3e963340-f707-4870-9549-b995468b1578,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_737089df-b2d0-4e08-a5c2-85e34940bfd5,1278925,Baja,_3e963340-f707-4870-9549-b995468b1578,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_139b3501-2398-4be8-8b72-76cafb336df4,1278929,Alta,_192599b5-019f-4e0a-957e-09cde901858f,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a4bf55db-e170-4587-94a4-513774c0a492,1278931,Baja,_192599b5-019f-4e0a-957e-09cde901858f,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1a965f36-3c27-449b-b472-25bb38a803eb,1279201,Alta,_b8e7ad3f-2312-40e2-96e1-9c6b547e14aa,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f23a0852-beba-4887-907c-1aab0dfad2e6,1279203,Baja,_b8e7ad3f-2312-40e2-96e1-9c6b547e14aa,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_fc1d571e-d692-4784-aadd-3322cfe87042,1279524,Alta,_013498e7-c461-4631-af92-8f1d5c11b249,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2fa3d10f-0937-4354-873a-441eb0bdb3f4,1279526,Baja,_013498e7-c461-4631-af92-8f1d5c11b249,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e236fe95-1419-4e57-9d6b-9c78a6ae1983,1279530,Alta,_81caf1e4-934f-486c-a5a8-e06fe0d53d2a,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4bf9b133-d1db-4bc5-bee5-6b6a8bfa5e6f,1279532,Baja,_81caf1e4-934f-486c-a5a8-e06fe0d53d2a,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_faf5774b-39f8-4661-85ff-e156613fdd09,1279654,Alta,_9b3830cf-ae74-46ba-aadd-086da713ad28,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_51a0761d-df9f-46ea-8ff7-f9eb93dc69ac,1279656,Baja,_9b3830cf-ae74-46ba-aadd-086da713ad28,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_562262a9-8233-4379-9e9e-85c058ac6130,1279660,Alta,_737c48f8-d53c-4460-836e-ee2923099d07,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cc08d194-0eb2-41ff-a639-e2d5a360ed6e,1279662,Baja,_737c48f8-d53c-4460-836e-ee2923099d07,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ea9e91d3-8bc2-4da8-8c49-b76855063537,1279939,Alta,_d93e0efa-942c-47d1-b769-c3c92dbc6b42,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_17363dc9-6958-42bf-a91f-51b783a334ec,1279941,Baja,_d93e0efa-942c-47d1-b769-c3c92dbc6b42,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_95e9a61d-757d-40d8-bfcc-4f86f61c1363,1280120,Alta,_0d1fda3a-6d59-4228-b490-51ea84766e6e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c6b179cd-78e9-4d9f-b4aa-4ae3f89c4565,1280122,Baja,_0d1fda3a-6d59-4228-b490-51ea84766e6e,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_700862a3-fe1d-4d13-b25e-725efa7a6f8a,1280126,Alta,_f8161b18-cbf4-4d8e-950e-02d68d9d9754,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
